Data	ACC	Precision_macro	Recall_macro	F1_macro	AUC_ovr_macro	AUC_class0	AUC_class1	AUC_class2
train	0.816	0.8154	0.819	0.8146	0.929	0.935	0.9132	0.9387
valid	0.6952	0.694	0.6903	0.6899	0.8305	0.8769	0.7791	0.8355
test	0.6204	0.6223	0.6156	0.6093	0.8143	0.8633	0.7214	0.8583
