C	class_weight	gamma	kernel	mean_valid_accuracy	mean_valid_precision_macro	mean_valid_recall_macro	mean_valid_f1_macro	mean_valid_auc_ovr_macro
0.01	balanced	0.1	linear	0.455094130675526	0.4553041946723801	0.4471643144437262	0.4401773027947161	0.6478403470659725
0.01	balanced	1000.0	linear	0.455094130675526	0.4553041946723801	0.4471643144437262	0.4401773027947161	0.6478403470659725
0.01	balanced	100.0	linear	0.455094130675526	0.4553041946723801	0.4471643144437262	0.4401773027947161	0.6478403470659725
0.01	balanced	1.0	linear	0.455094130675526	0.4553041946723801	0.4471643144437262	0.4401773027947161	0.6478403470659725
0.01	balanced	0.01	linear	0.455094130675526	0.4553041946723801	0.4471643144437262	0.4401773027947161	0.6478403470659725
0.01		1000.0	linear	0.457641196013289	0.4414499954411113	0.4444390576743518	0.43307168827192666	0.6375610350559513
0.01		0.01	linear	0.457641196013289	0.4414499954411113	0.4444390576743518	0.43307168827192666	0.6375610350559513
0.01		0.1	linear	0.457641196013289	0.4414499954411113	0.4444390576743518	0.43307168827192666	0.6375610350559513
0.01		100.0	linear	0.457641196013289	0.4414499954411113	0.4444390576743518	0.43307168827192666	0.6375610350559513
0.01		1.0	linear	0.457641196013289	0.4414499954411113	0.4444390576743518	0.43307168827192666	0.6375610350559513
10.0	balanced	0.01	linear	0.4389811738648947	0.43232454487036753	0.4247068699274582	0.42089514660032723	0.6177919004043818
10.0	balanced	100.0	linear	0.4389811738648947	0.43232454487036753	0.4247068699274582	0.42089514660032723	0.6177919004043818
10.0	balanced	1000.0	linear	0.4389811738648947	0.43232454487036753	0.4247068699274582	0.42089514660032723	0.6177919004043818
10.0	balanced	1.0	linear	0.4389811738648947	0.43232454487036753	0.4247068699274582	0.42089514660032723	0.6177919004043818
10.0	balanced	0.1	linear	0.4389811738648947	0.43232454487036753	0.4247068699274582	0.42089514660032723	0.6177919004043818
100.0	balanced	0.1	linear	0.4389811738648947	0.4319710095168322	0.4247068699274582	0.4207524149358564	0.6175432478692018
10.0		1000.0	linear	0.4389811738648947	0.4319710095168322	0.4247068699274582	0.4207524149358564	0.6177164558896584
10.0		100.0	linear	0.4389811738648947	0.4319710095168322	0.4247068699274582	0.4207524149358564	0.6177164558896584
100.0		0.01	linear	0.4389811738648947	0.4319710095168322	0.4247068699274582	0.4207524149358564	0.6175432478692018
100.0		0.1	linear	0.4389811738648947	0.4319710095168322	0.4247068699274582	0.4207524149358564	0.6175432478692018
100.0		1.0	linear	0.4389811738648947	0.4319710095168322	0.4247068699274582	0.4207524149358564	0.6175432478692018
100.0		100.0	linear	0.4389811738648947	0.4319710095168322	0.4247068699274582	0.4207524149358564	0.6175432478692018
100.0		1000.0	linear	0.4389811738648947	0.4319710095168322	0.4247068699274582	0.4207524149358564	0.6175432478692018
100.0	balanced	0.01	linear	0.4389811738648947	0.4319710095168322	0.4247068699274582	0.4207524149358564	0.6175432478692018
1000.0		0.1	linear	0.4389811738648947	0.4319710095168322	0.4247068699274582	0.4207524149358564	0.6175432478692018
100.0	balanced	1.0	linear	0.4389811738648947	0.4319710095168322	0.4247068699274582	0.4207524149358564	0.6175432478692018
100.0	balanced	100.0	linear	0.4389811738648947	0.4319710095168322	0.4247068699274582	0.4207524149358564	0.6175432478692018
100.0	balanced	1000.0	linear	0.4389811738648947	0.4319710095168322	0.4247068699274582	0.4207524149358564	0.6175432478692018
1000.0		0.01	linear	0.4389811738648947	0.4319710095168322	0.4247068699274582	0.4207524149358564	0.6175432478692018
10.0		0.1	linear	0.4389811738648947	0.4319710095168322	0.4247068699274582	0.4207524149358564	0.6177164558896584
1000.0		1.0	linear	0.4389811738648947	0.4319710095168322	0.4247068699274582	0.4207524149358564	0.6175432478692018
1000.0		100.0	linear	0.4389811738648947	0.4319710095168322	0.4247068699274582	0.4207524149358564	0.6175432478692018
1000.0		1000.0	linear	0.4389811738648947	0.4319710095168322	0.4247068699274582	0.4207524149358564	0.6175432478692018
1000.0	balanced	0.01	linear	0.4389811738648947	0.4319710095168322	0.4247068699274582	0.4207524149358564	0.6175432478692018
1000.0	balanced	0.1	linear	0.4389811738648947	0.4319710095168322	0.4247068699274582	0.4207524149358564	0.6175432478692018
1000.0	balanced	1.0	linear	0.4389811738648947	0.4319710095168322	0.4247068699274582	0.4207524149358564	0.6175432478692018
1000.0	balanced	100.0	linear	0.4389811738648947	0.4319710095168322	0.4247068699274582	0.4207524149358564	0.6175432478692018
1000.0	balanced	1000.0	linear	0.4389811738648947	0.4319710095168322	0.4247068699274582	0.4207524149358564	0.6175432478692018
10.0		1.0	linear	0.4389811738648947	0.4319710095168322	0.4247068699274582	0.4207524149358564	0.6177164558896584
10.0		0.01	linear	0.4389811738648947	0.4319710095168322	0.4247068699274582	0.4207524149358564	0.6177164558896584
1.0	balanced	0.01	rbf	0.4574750830564784	0.43713727895542254	0.4309864971629677	0.4131404642774119	0.6439567620432085
1.0		0.01	linear	0.4343300110741971	0.424654929311792	0.41759319112260285	0.4129275303946348	0.6160030367560922
1.0		0.1	linear	0.4343300110741971	0.424654929311792	0.41759319112260285	0.4129275303946348	0.6160030367560922
1.0		1.0	linear	0.4343300110741971	0.424654929311792	0.41759319112260285	0.4129275303946348	0.6160030367560922
1.0		100.0	linear	0.4343300110741971	0.424654929311792	0.41759319112260285	0.4129275303946348	0.6160030367560922
1.0		1000.0	linear	0.4343300110741971	0.424654929311792	0.41759319112260285	0.4129275303946348	0.6160030367560922
1.0	balanced	100.0	linear	0.42967884828349945	0.417382690008077	0.41315224807871864	0.4085505100138751	0.6191659928082355
1.0	balanced	0.01	linear	0.42967884828349945	0.417382690008077	0.41315224807871864	0.4085505100138751	0.6191659928082355
1.0	balanced	0.1	linear	0.42967884828349945	0.417382690008077	0.41315224807871864	0.4085505100138751	0.6191659928082355
1.0	balanced	1.0	linear	0.42967884828349945	0.417382690008077	0.41315224807871864	0.4085505100138751	0.6191659928082355
1.0	balanced	1000.0	linear	0.42967884828349945	0.417382690008077	0.41315224807871864	0.4085505100138751	0.6191659928082355
1.0		0.01	rbf	0.46688815060908084	0.4258099542055175	0.43463962508080156	0.40278221555829197	0.6457184133562346
0.1	balanced	0.1	linear	0.4084163898117386	0.4091844212432448	0.39693627450980395	0.39485281686738233	0.6153906565663828
0.1	balanced	1.0	linear	0.4084163898117386	0.4091844212432448	0.39693627450980395	0.39485281686738233	0.6153906565663828
0.1	balanced	100.0	linear	0.4084163898117386	0.4091844212432448	0.39693627450980395	0.39485281686738233	0.6153906565663828
0.1	balanced	1000.0	linear	0.4084163898117386	0.4091844212432448	0.39693627450980395	0.39485281686738233	0.6153906565663828
0.1	balanced	0.01	linear	0.4084163898117386	0.4091844212432448	0.39693627450980395	0.39485281686738233	0.6153906565663828
10.0	balanced	0.01	rbf	0.4436323366555925	0.41394075604420555	0.4151601666307549	0.39323889512469423	0.6193283539911691
0.1		100.0	linear	0.41306755260243627	0.40316067718544507	0.3986905659699777	0.3928152909891805	0.6151600514310855
0.1		0.1	linear	0.41306755260243627	0.40316067718544507	0.3986905659699777	0.3928152909891805	0.6151600514310855
0.1		1000.0	linear	0.41306755260243627	0.40316067718544507	0.3986905659699777	0.3928152909891805	0.6151600514310855
0.1		0.01	linear	0.41306755260243627	0.40316067718544507	0.3986905659699777	0.3928152909891805	0.6151600514310855
0.1		1.0	linear	0.41306755260243627	0.40316067718544507	0.3986905659699777	0.3928152909891805	0.6151600514310855
1000.0		0.01	rbf	0.4412513842746401	0.4115790385276893	0.4130768332974215	0.39179585054001864	0.6187191376331865
100.0	balanced	0.01	rbf	0.4412513842746401	0.4115790385276893	0.4130768332974215	0.39179585054001864	0.6187191376331865
100.0		0.01	rbf	0.4412513842746401	0.4115790385276893	0.4130768332974215	0.39179585054001864	0.6187191376331865
1000.0	balanced	0.01	rbf	0.4412513842746401	0.4115790385276893	0.4130768332974215	0.39179585054001864	0.6187191376331865
10.0		0.01	rbf	0.4364894795127353	0.4060578491907104	0.4079486281692164	0.3874758428317398	0.6185690118189067
1.0	balanced	0.1	rbf	0.3820044296788483	0.19250035019865153	0.32919090713208365	0.2025136644649567	0.471120942504142
1.0		0.1	rbf	0.3867109634551495	0.18109157370643475	0.3321509372979961	0.1960420606357116	0.4686510339180784
100.0	balanced	0.1	rbf	0.3725913621262459	0.18504248425942907	0.3206219026071967	0.1959326697078294	0.4809022636984688
100.0		0.1	rbf	0.3725913621262459	0.18504248425942907	0.3206219026071967	0.1959326697078294	0.4809022636984688
1000.0		0.1	rbf	0.3725913621262459	0.18504248425942907	0.3206219026071967	0.1959326697078294	0.4809022636984688
10.0		0.1	rbf	0.3725913621262459	0.18504248425942907	0.3206219026071967	0.1959326697078294	0.4809022636984688
1000.0	balanced	0.1	rbf	0.3725913621262459	0.18504248425942907	0.3206219026071967	0.1959326697078294	0.4809022636984688
10.0	balanced	0.1	rbf	0.3725913621262459	0.18504248425942907	0.3206219026071967	0.1959326697078294	0.4809022636984688
1000.0		1.0	rbf	0.38909191583610186	0.12969730527870063	0.33333333333333337	0.1867186180920839	0.5175029201114574
1000.0		100.0	rbf	0.38909191583610186	0.12969730527870063	0.33333333333333337	0.1867186180920839	0.5
0.01		1.0	rbf	0.38909191583610186	0.12969730527870063	0.33333333333333337	0.1867186180920839	0.5160724495380328
1000.0		1000.0	rbf	0.38909191583610186	0.12969730527870063	0.33333333333333337	0.1867186180920839	0.5
100.0	balanced	1000.0	rbf	0.38909191583610186	0.12969730527870063	0.33333333333333337	0.1867186180920839	0.5
0.1		0.01	rbf	0.38909191583610186	0.12969730527870063	0.33333333333333337	0.1867186180920839	0.6344424237641396
0.01		1000.0	rbf	0.38909191583610186	0.12969730527870063	0.33333333333333337	0.1867186180920839	0.5
100.0	balanced	100.0	rbf	0.38909191583610186	0.12969730527870063	0.33333333333333337	0.1867186180920839	0.5
0.01		100.0	rbf	0.38909191583610186	0.12969730527870063	0.33333333333333337	0.1867186180920839	0.5
1000.0	balanced	100.0	rbf	0.38909191583610186	0.12969730527870063	0.33333333333333337	0.1867186180920839	0.5
0.01		0.1	rbf	0.38909191583610186	0.12969730527870063	0.33333333333333337	0.1867186180920839	0.4741820726888438
100.0	balanced	1.0	rbf	0.38909191583610186	0.12969730527870063	0.33333333333333337	0.1867186180920839	0.5175029201114574
0.1		0.1	rbf	0.38909191583610186	0.12969730527870063	0.33333333333333337	0.1867186180920839	0.4696510739843032
1000.0	balanced	1.0	rbf	0.38909191583610186	0.12969730527870063	0.33333333333333337	0.1867186180920839	0.5175029201114574
1.0	balanced	100.0	rbf	0.38909191583610186	0.12969730527870063	0.33333333333333337	0.1867186180920839	0.5
0.1		1.0	rbf	0.38909191583610186	0.12969730527870063	0.33333333333333337	0.1867186180920839	0.5161642569344842
10.0	balanced	1.0	rbf	0.38909191583610186	0.12969730527870063	0.33333333333333337	0.1867186180920839	0.5175029201114574
1.0	balanced	1000.0	rbf	0.38909191583610186	0.12969730527870063	0.33333333333333337	0.1867186180920839	0.5
0.01		0.01	rbf	0.38909191583610186	0.12969730527870063	0.33333333333333337	0.1867186180920839	0.6333713500973248
10.0		1.0	rbf	0.38909191583610186	0.12969730527870063	0.33333333333333337	0.1867186180920839	0.5175029201114574
10.0		100.0	rbf	0.38909191583610186	0.12969730527870063	0.33333333333333337	0.1867186180920839	0.5
1.0		1000.0	rbf	0.38909191583610186	0.12969730527870063	0.33333333333333337	0.1867186180920839	0.5
10.0		1000.0	rbf	0.38909191583610186	0.12969730527870063	0.33333333333333337	0.1867186180920839	0.5
1.0		100.0	rbf	0.38909191583610186	0.12969730527870063	0.33333333333333337	0.1867186180920839	0.5
100.0		1000.0	rbf	0.38909191583610186	0.12969730527870063	0.33333333333333337	0.1867186180920839	0.5
1000.0	balanced	1000.0	rbf	0.38909191583610186	0.12969730527870063	0.33333333333333337	0.1867186180920839	0.5
10.0	balanced	1000.0	rbf	0.38909191583610186	0.12969730527870063	0.33333333333333337	0.1867186180920839	0.5
0.1		1000.0	rbf	0.38909191583610186	0.12969730527870063	0.33333333333333337	0.1867186180920839	0.5
1.0	balanced	1.0	rbf	0.38909191583610186	0.12969730527870063	0.33333333333333337	0.1867186180920839	0.5180551593982143
10.0	balanced	100.0	rbf	0.38909191583610186	0.12969730527870063	0.33333333333333337	0.1867186180920839	0.5
100.0		100.0	rbf	0.38909191583610186	0.12969730527870063	0.33333333333333337	0.1867186180920839	0.5
0.1		100.0	rbf	0.38909191583610186	0.12969730527870063	0.33333333333333337	0.1867186180920839	0.5
100.0		1.0	rbf	0.38909191583610186	0.12969730527870063	0.33333333333333337	0.1867186180920839	0.5175029201114574
1.0		1.0	rbf	0.38909191583610186	0.12969730527870063	0.33333333333333337	0.1867186180920839	0.5185443875383929
0.1	balanced	1000.0	rbf	0.3605204872646733	0.12017349575489109	0.33333333333333337	0.17627974661872964	0.5
0.1	balanced	100.0	rbf	0.3605204872646733	0.12017349575489109	0.33333333333333337	0.17627974661872964	0.5
0.01	balanced	1000.0	rbf	0.3605204872646733	0.12017349575489109	0.33333333333333337	0.17627974661872964	0.5
0.01	balanced	0.01	rbf	0.3605204872646733	0.12017349575489109	0.33333333333333337	0.17627974661872964	0.3796180697191648
0.1	balanced	1.0	rbf	0.3605204872646733	0.12017349575489109	0.33333333333333337	0.17627974661872964	0.5160345861695885
0.01	balanced	0.1	rbf	0.3605204872646733	0.12017349575489109	0.33333333333333337	0.17627974661872964	0.46765567618265474
0.1	balanced	0.01	rbf	0.3605204872646733	0.12017349575489109	0.33333333333333337	0.17627974661872964	0.38679600323867414
0.01	balanced	1.0	rbf	0.3605204872646733	0.12017349575489109	0.33333333333333337	0.17627974661872964	0.5165968390728984
0.01	balanced	100.0	rbf	0.3605204872646733	0.12017349575489109	0.33333333333333337	0.17627974661872964	0.5
0.1	balanced	0.1	rbf	0.3605204872646733	0.12017349575489109	0.33333333333333337	0.17627974661872964	0.4654236838268483
