colsample_bytree	gamma	learning_rate	max_depth	min_child_weight	n_estimators	subsample	mean_valid_accuracy	mean_valid_precision_macro	mean_valid_recall_macro	mean_valid_f1_macro	mean_valid_auc_ovr_macro
1.0	0	0.01	4	1	200	1.0	0.5145512820512821	0.5039346955970997	0.4992336829836829	0.4889461967135835	0.6709240705276045
1.0	0	0.01	6	3	200	1.0	0.5095512820512821	0.49603005683114043	0.49411747566159336	0.4888835819450076	0.6747368034034288
1.0	0	0.01	8	1	200	1.0	0.5119871794871795	0.4990602289866996	0.4961488185017597	0.48826660584356957	0.6548673456552266
1.0	0	0.2	6	3	200	0.5	0.5015384615384615	0.4915371794241764	0.4872987796517208	0.4832866689293823	0.6446451244738215
1.0	0	0.2	6	1	200	0.5	0.49653846153846154	0.4853530983407145	0.4876159216600393	0.4822836358401374	0.6499066296158709
1.0	0	0.2	6	3	600	0.5	0.4965384615384615	0.4838999980640847	0.48648795648795656	0.48044277668174207	0.6478345315431845
1.0	0	0.01	4	3	600	0.5	0.5118589743589743	0.4839563034145077	0.4933722976370035	0.4787913927100066	0.674112270332944
0.5	0	0.01	8	3	1000	0.5	0.4990384615384615	0.4875858619937568	0.48269910644910646	0.4778737672917576	0.6672275298344446
0.5	0	0.01	4	3	1000	0.5	0.5016666666666667	0.4844149041931381	0.48614139128845013	0.47783726362245593	0.6716920490730409
0.5	0	0.01	4	3	600	0.5	0.5092948717948718	0.4847450660221558	0.4899089880707527	0.47720071307986905	0.6770128820893888
0.5	0	0.2	4	3	200	0.5	0.48628205128205126	0.48738962963421173	0.4797428470222588	0.4770339211954571	0.6465102676821995
1.0	0	0.2	6	1	600	0.5	0.49397435897435893	0.47821101921216336	0.4799872023401435	0.47430641849670874	0.6474805261877337
0.5	0	0.01	6	3	1000	0.5	0.49916666666666665	0.4793454011875065	0.4815818250377074	0.4742519788618466	0.6703268622746734
1.0	0	0.2	6	3	200	1.0	0.4861538461538462	0.47776006744659993	0.47759215457744875	0.47321250869387954	0.6528213112057644
1.0	0	0.2	8	3	200	1.0	0.4914102564102564	0.4758192542751366	0.4788597513597514	0.47241538958324425	0.6500211791127655
1.0	0	0.01	8	3	1000	0.5	0.49410256410256403	0.48208892265858205	0.4781410256410257	0.47225901399811115	0.6653476457441245
1.0	0	0.2	8	3	1000	1.0	0.48878205128205127	0.47588229480644334	0.47701031811325934	0.4720735023356415	0.6549293645217874
1.0	0	0.01	4	3	1000	1.0	0.4916025641025641	0.4749152301087286	0.4815068101832808	0.47204482427729166	0.6493542954562559
1.0	0	0.01	6	3	1000	1.0	0.4889102564102564	0.47995809502388453	0.4787542849307555	0.47199958506023004	0.6522509692235472
1.0	0	0.01	6	3	1000	0.5	0.4915384615384615	0.4814420617795231	0.47682692307692304	0.4717099300556879	0.6690714876483539
1.0	0	0.01	8	3	1000	1.0	0.48897435897435904	0.48246944833632144	0.47408999497234794	0.47150721537597107	0.6528840629881079
1.0	0	0.01	6	3	600	1.0	0.48897435897435904	0.4791025154183049	0.47643476621417796	0.471357310412109	0.6545986205093746
1.0	0	0.2	6	3	1000	0.5	0.48352564102564105	0.4769964184708767	0.4730498994469583	0.4712404276400234	0.6493492165338293
0.5	0	0.2	4	3	1000	0.5	0.4837820512820512	0.47563653725738125	0.47551447735271263	0.47067881228331016	0.6434793288379128
1.0	0	0.2	6	1	1000	0.5	0.4889743589743589	0.4728073488084929	0.4757294094794095	0.4705433374558649	0.6464518493324951
1.0	0	0.01	4	3	1000	0.5	0.49403846153846154	0.47350991865579967	0.4799661776132364	0.47036159400186994	0.669894126794878
0.5	0	0.2	8	3	600	0.5	0.4861538461538462	0.4753268884538234	0.47583561862973633	0.4696790112010426	0.6382765690720076
1.0	0	0.01	6	3	600	0.5	0.49653846153846154	0.4773288026043444	0.47836212806801043	0.4693278755206499	0.6736792817794475
1.0	0	0.2	6	3	1000	1.0	0.48128205128205126	0.47160880571097297	0.4750173682526624	0.46885313098541453	0.650901772126421
1.0	0	0.01	6	1	200	1.0	0.49410256410256415	0.47266343133990196	0.4773904200374789	0.4680538711671659	0.6682462795407915
1.0	0	0.01	6	1	600	1.0	0.4837820512820513	0.4729548504471105	0.4725443918826272	0.46769329545507465	0.652725980859578
1.0	0	0.2	8	1	600	1.0	0.4785897435897436	0.46969175432410737	0.4730729238082179	0.46703102287090265	0.6511725221625673
1.0	0	0.2	8	3	200	0.5	0.48365384615384616	0.47260899224016734	0.4719467297408474	0.46695971862092883	0.6486840409017566
0.5	0	0.2	6	3	200	0.5	0.4861538461538461	0.47284042038685997	0.4732536907536907	0.4668359505385342	0.6537417120954123
1.0	0	0.2	8	1	1000	1.0	0.47608974358974365	0.46891493324929856	0.4709895904748846	0.4661879550023558	0.6515129486117719
0.5	0	0.2	4	3	200	1.0	0.4837179487179487	0.4696284271284271	0.47429298642533924	0.46599120543615424	0.6497810176543602
1.0	0	0.01	8	3	600	0.5	0.491474358974359	0.4763266390472272	0.4740654851684263	0.4657626823385435	0.6718798004660428
0.5	0	0.01	6	3	600	0.5	0.4966025641025641	0.46989335713019925	0.4760767745326569	0.46512427137595724	0.6730936167077778
1.0	0	0.01	8	3	200	1.0	0.48897435897435904	0.4743762283468165	0.47110528360528353	0.46501831875477206	0.6620984198609197
0.5	0	0.01	8	1	600	0.5	0.4863461538461539	0.4732709493235808	0.47335521504639144	0.4649385575374301	0.6591523359232501
1.0	0	0.2	6	1	1000	1.0	0.47608974358974354	0.4690288416720305	0.4687089217971572	0.46465176298600597	0.6533736449827
0.5	0	0.2	4	3	600	0.5	0.47602564102564104	0.4707525887400366	0.47109757072992364	0.4640668998696252	0.636317464304453
0.5	0	0.01	6	1	200	1.0	0.4889102564102564	0.4705629944356556	0.4717390534302299	0.4639309145757373	0.6636253973342263
1.0	0	0.01	4	1	1000	0.5	0.4837820512820513	0.4711334563269548	0.47271647470176886	0.46387501392863995	0.6596015773461732
0.5	0	0.2	6	3	600	0.5	0.47846153846153844	0.46987076187523763	0.4691526120937886	0.46373642315334784	0.6462602943800382
0.5	0	0.2	8	3	200	0.5	0.4810897435897436	0.46816269242739833	0.46963046757164406	0.46351720103813737	0.6439255149866078
1.0	0	0.01	6	1	200	0.5	0.49416666666666664	0.47257781586156866	0.4771061862973628	0.46272866490441905	0.6706322101553219
1.0	0	0.01	8	3	600	1.0	0.4811538461538462	0.46802295199354027	0.46686211664152844	0.4624439427815248	0.6527894750506456
0.5	0	0.2	8	3	1000	1.0	0.47846153846153844	0.4649180408340457	0.46911199095022627	0.46232451235778366	0.6474806257156797
0.5	0	0.01	8	1	200	0.5	0.49403846153846154	0.4686160518225736	0.4761161387631976	0.4621751218812191	0.6729799266804247
0.5	0	0.01	8	1	200	1.0	0.4839102564102564	0.47040239487607904	0.46792317976141506	0.4621646321511128	0.6563758921390805
0.5	0	0.01	8	3	600	0.5	0.4863461538461539	0.4679357314225735	0.4685576923076923	0.462013146925364	0.6742336532455067
0.5	0	0.2	8	3	600	1.0	0.47596153846153844	0.46498623273273293	0.46702865761689294	0.4619853858065762	0.6451905315579587
1.0	0	0.01	6	1	600	0.5	0.4838461538461538	0.472924103187261	0.46993075551899083	0.46161311522709425	0.657427104616486
1.0	0	0.2	6	3	600	1.0	0.4735897435897436	0.46343169257642935	0.46702025915261214	0.4615368489948322	0.6476659892038967
0.5	0	0.2	6	3	200	1.0	0.4758974358974359	0.4650889364732076	0.46736213949449246	0.46148567008982855	0.6465092099913614
1.0	0	0.2	4	3	1000	0.5	0.47089743589743593	0.47057187366010894	0.46196278394807805	0.46143265485843743	0.6443729734024293
1.0	0	0.01	8	1	200	0.5	0.4916666666666666	0.4749113950715782	0.4751122080533845	0.46103686968871394	0.6677081798429562
0.5	0	0.01	6	3	200	1.0	0.4889743589743589	0.4723264953141113	0.46771253256547374	0.4608829719296731	0.6686262705256018
0.5	0	0.2	4	1	600	0.5	0.4734615384615385	0.465515318015318	0.4671259541112482	0.4606818383357866	0.637794660165331
1.0	0	0.01	6	1	1000	0.5	0.48115384615384615	0.4656375600128125	0.4692273984185749	0.46012511421698565	0.654207425921418
0.5	0	0.2	6	1	600	1.0	0.4758974358974359	0.46263332198703716	0.4667644773527127	0.4600368350648728	0.6430663231786585
0.5	0	0.01	4	1	1000	0.5	0.4837179487179487	0.47109608800785263	0.46855997760409523	0.46002072436736696	0.656583899019366
0.5	0	0.01	6	3	600	1.0	0.486474358974359	0.46372815093403325	0.4712807943690297	0.4598508219240832	0.6545378772309934
1.0	0	0.01	4	3	200	1.0	0.4915384615384616	0.4705436773807349	0.4731802184743361	0.45981649027759086	0.6676123636209231
0.5	0	0.2	6	3	1000	0.5	0.47326923076923083	0.4676435247758778	0.46278720462543993	0.4597014971787132	0.6507279975077289
