Data	ACC	Precision_macro	Recall_macro	F1_macro	AUC_ovr_macro	AUC_class0	AUC_class1	AUC_class2
train	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
valid	0.633	0.6294	0.6288	0.627	0.8217	0.8798	0.7595	0.8258
test	0.5818	0.5513	0.5622	0.5546	0.7817	0.8288	0.6562	0.8601
