Data	ACC	Precision_macro	Recall_macro	F1_macro	AUC_ovr_macro	AUC_class0	AUC_class1	AUC_class2
train	0.6598	0.6681	0.6651	0.6586	0.8445	0.8528	0.8196	0.8611
valid	0.6239	0.6685	0.6285	0.6266	0.8029	0.8612	0.7384	0.8091
test	0.5727	0.6622	0.5814	0.5743	0.7843	0.8634	0.6509	0.8386
