colsample_bytree	gamma	learning_rate	max_depth	min_child_weight	n_estimators	subsample	mean_valid_accuracy	mean_valid_precision_macro	mean_valid_recall_macro	mean_valid_f1_macro	mean_valid_auc_ovr_macro
1.0	0	0.01	6	3	200	1.0	0.4480769230769231	0.4360871090304729	0.4320322569587275	0.4256568122688543	0.6173135055554744
0.5	0	0.2	4	1	1000	0.5	0.44282051282051277	0.43456777026436466	0.4305518990813108	0.4247882673184937	0.6088602541076267
1.0	0	0.01	8	3	200	1.0	0.44794871794871793	0.43726148891241773	0.43189062571415515	0.42432968737072424	0.6210602840794909
0.5	0	0.01	4	1	600	1.0	0.44788461538461544	0.4371697720674703	0.42889768728004024	0.42409288528370104	0.5946876245473233
0.5	0	0.01	8	3	1000	1.0	0.43769230769230766	0.4436254722229955	0.4261340212075506	0.4240333900351068	0.6099750123709694
1.0	0	0.2	4	1	600	1.0	0.43769230769230766	0.432492537419008	0.4255541843777138	0.4230435361643595	0.5942713190094995
0.5	0	0.2	6	3	200	1.0	0.43506410256410255	0.43070583384050876	0.42483448740801677	0.42183912700050125	0.6104856768293498
0.5	0	0.01	4	1	200	1.0	0.4556410256410256	0.42932611193615366	0.43350461629873394	0.4215106770358714	0.6195521506786369
0.5	0	0.01	4	3	1000	1.0	0.4426282051282052	0.4302952911742789	0.42694484437131497	0.42150845253732294	0.595326577345386
0.5	0	0.2	4	1	600	1.0	0.43249999999999994	0.4347749920931035	0.422798916769505	0.42127257655010314	0.5935716852552579
1.0	0	0.01	8	3	1000	1.0	0.4351923076923077	0.43264782603017904	0.42285119292472234	0.42101668669403114	0.6034577972512691
1.0	0	0.01	6	3	600	1.0	0.43788461538461537	0.432383162671223	0.4253049156725628	0.42072739259827835	0.5943121805010044
1.0	0	0.2	4	1	200	0.5	0.43506410256410255	0.4271181544633557	0.42398138626079807	0.4203318621562765	0.6036875469215937
1.0	0	0.01	4	3	600	1.0	0.44288461538461543	0.4280745049447095	0.42587355455002507	0.4203061331404149	0.5984723000410104
0.5	0	0.2	8	1	1000	1.0	0.44019230769230766	0.42865153193326566	0.42742235705471004	0.4197750791252067	0.6036187209378527
1.0	0	0.01	4	1	200	1.0	0.4482051282051282	0.42749764124764117	0.42857637460578646	0.41976282279769767	0.6114390896326899
1.0	0	0.2	8	1	1000	1.0	0.44025641025641027	0.42481820152098787	0.426602449837744	0.41974536928876943	0.6000578581518965
0.5	0	0.2	6	1	200	1.0	0.4351282051282051	0.4304218783166151	0.42375205676676264	0.4193371251007855	0.5963976128765717
0.5	0	0.2	4	1	1000	1.0	0.4350641025641025	0.42683316711954483	0.4224401823666529	0.41870464476506025	0.5971955520059438
1.0	0	0.2	6	1	600	1.0	0.43775641025641027	0.4241452941585866	0.42524498377439557	0.4181415618340171	0.5974721983294102
1.0	0	0.2	6	3	200	1.0	0.42993589743589744	0.4230941583070066	0.41932846565199516	0.4159158511594687	0.6134201140750619
0.5	0	0.2	8	3	200	1.0	0.43256410256410255	0.42574621729033496	0.4194874080168198	0.41578891437641496	0.6054537001115154
1.0	0	0.01	4	3	1000	1.0	0.43499999999999994	0.4149031186105489	0.41811388774624064	0.41186028754493736	0.5894115319035627
0.5	0	0.01	6	1	1000	1.0	0.43262820512820516	0.42337306212306214	0.41696735454088396	0.41151616363185184	0.5896429604955414
1.0	0	0.01	8	1	600	1.0	0.42756410256410254	0.4185971139570211	0.4138226152932035	0.41050831313405906	0.5853299706582435
0.5	0	0.01	6	3	1000	1.0	0.4300641025641026	0.4203895505366093	0.4140118378353673	0.4090786299045246	0.603104477830256
1.0	0	0.01	4	1	1000	1.0	0.4301282051282052	0.4202057194399703	0.41363773481420535	0.40854947908535094	0.5777268325401602
1.0	0	0.01	4	1	600	1.0	0.4325	0.4228758510724456	0.4143962818227525	0.4081776808151748	0.5846641832372931
1.0	0	0.2	6	1	200	1.0	0.4248717948717949	0.4153073570449732	0.4139791580968052	0.4081674832658814	0.584986291490482
1.0	0	0.2	4	1	200	1.0	0.425	0.41847113019444426	0.41174625211389915	0.40803450313062994	0.5771449888021316
1.0	0	0.01	8	1	200	1.0	0.42756410256410254	0.41791841588836476	0.412257758581288	0.4078344587566872	0.5924842402067704
1.0	0	0.2	8	1	200	1.0	0.42750000000000005	0.40970826876567895	0.41426984779925957	0.40728468951232105	0.5924782679099272
0.5	0	0.01	8	1	1000	1.0	0.425	0.4142996025476844	0.41225404497463314	0.4069750846885457	0.5950768116938396
1.0	0	0.2	8	1	600	1.0	0.4249358974358975	0.410611333684089	0.41120360848302023	0.4052946922451349	0.5992180798392351
1.0	0	0.2	4	3	200	1.0	0.4171794871794871	0.41379753516750417	0.40819358745829337	0.4050004444716138	0.5921024876616106
0.5	0	0.01	6	1	600	1.0	0.4274358974358975	0.41554831334243103	0.4076476872800402	0.4028652034642393	0.5948016236987079
1.0	0	0.01	8	1	1000	1.0	0.4173717948717949	0.4137250577902079	0.4058812102929751	0.40277802482398173	0.5825928799532561
1.0	0	0.01	6	1	200	1.0	0.4301282051282052	0.4055059742135391	0.4109211458476164	0.40165720725922344	0.6029863330156406
1.0	0	0.01	6	3	1000	1.0	0.4172435897435897	0.4051426696262811	0.40500188536953247	0.3990655394273245	0.590182487313233
0.5	0	0.2	4	3	200	1.0	0.4042307692307692	0.40124428947958357	0.39643288084464556	0.3926363551736781	0.596104591687282
0.5	0	0.01	4	1	1000	1.0	0.41705128205128206	0.4038016462419141	0.39541980894922074	0.38905987471596537	0.5857081542713256
