Data	ACC	Precision_macro	Recall_macro	F1_macro	AUC_ovr_macro	AUC_class0	AUC_class1	AUC_class2
train	0.7801	0.7763	0.7848	0.779	0.8999	0.9019	0.8682	0.9295
valid	0.6289	0.618	0.6204	0.616	0.7995	0.8419	0.7119	0.8445
test	0.6162	0.6188	0.6297	0.6219	0.7779	0.7799	0.6765	0.8772
