Data	ACC	Precision_macro	Recall_macro	F1_macro	AUC_ovr_macro	AUC_class0	AUC_class1	AUC_class2
train	0.6419	0.6512	0.6539	0.642	0.8508	0.8504	0.8212	0.8809
valid	0.6289	0.6608	0.64	0.6297	0.8031	0.8493	0.7453	0.8147
test	0.5758	0.6122	0.5966	0.5784	0.7663	0.8003	0.6855	0.813
