Data	ACC	Precision_macro	Recall_macro	F1_macro	AUC_ovr_macro	AUC_class0	AUC_class1	AUC_class2
train	0.6675	0.6733	0.6779	0.6673	0.8618	0.8571	0.8349	0.8934
valid	0.6289	0.6367	0.634	0.625	0.7791	0.8193	0.7189	0.799
test	0.5455	0.5557	0.5525	0.5453	0.7139	0.7581	0.6139	0.7698
