Data	ACC	Precision_macro	Recall_macro	F1_macro	AUC_ovr_macro	AUC_class0	AUC_class1	AUC_class2
train	1.0	1.0	1.0	1.0	0.9575	0.9726	0.9449	0.9549
valid	0.71	0.7026	0.7019	0.7008	0.8354	0.8528	0.7471	0.9063
test	0.6311	0.6163	0.6156	0.6155	0.7858	0.8544	0.6295	0.8735
