Data	ACC	Precision_macro	Recall_macro	F1_macro	AUC_ovr_macro	AUC_class0	AUC_class1	AUC_class2
train	1.0	1.0	1.0	1.0	0.9744	0.9918	0.9624	0.9688
valid	0.74	0.7258	0.7263	0.7246	0.8501	0.8561	0.7781	0.916
test	0.6019	0.5919	0.595	0.5926	0.7646	0.8029	0.6375	0.8534
