Data	ACC	Precision_macro	Recall_macro	F1_macro	AUC_ovr_macro	AUC_class0	AUC_class1	AUC_class2
train	1.0	1.0	1.0	1.0	0.7231	0.8021	0.4356	0.9317
valid	0.5333	0.5191	0.5152	0.5127	0.583	0.6555	0.3747	0.7187
test	0.5	0.4748	0.4788	0.4685	0.673	0.7139	0.5006	0.8043
