Data	ACC	Precision_macro	Recall_macro	F1_macro	AUC_ovr_macro	AUC_class0	AUC_class1	AUC_class2
train	0.7302	0.7248	0.7289	0.7262	0.8735	0.8875	0.8345	0.8985
valid	0.63	0.6168	0.6212	0.617	0.8015	0.8582	0.7086	0.8378
test	0.6117	0.604	0.6188	0.6044	0.7626	0.7896	0.6165	0.8817
