colsample_bytree	gamma	learning_rate	max_depth	min_child_weight	n_estimators	subsample	mean_valid_accuracy	mean_valid_precision_macro	mean_valid_recall_macro	mean_valid_f1_macro	mean_valid_auc_ovr_macro
0.5	0	0.2	4	3	200	1.0	0.5221153846153845	0.5184049635049096	0.5116301019242195	0.5078544247099053	0.6810238743542868
0.5	0	0.2	4	3	200	0.5	0.5066025641025641	0.5018055615694935	0.49749611499611496	0.4945588057740563	0.6733253401142515
1.0	0	0.01	4	3	1000	1.0	0.5169871794871794	0.50553418488403	0.5027991452991453	0.4931001870233328	0.6898360137377035
1.0	0	0.2	4	3	200	1.0	0.5092948717948718	0.5004016249177105	0.4992138009049773	0.49236392428708536	0.683873780358154
1.0	0	0.01	4	3	200	1.0	0.5221794871794871	0.5015425449325706	0.5011081973581973	0.49000543884780773	0.6862493157501784
1.0	0	0.01	4	1	200	1.0	0.5194871794871795	0.49882883428895675	0.4979048402577814	0.4853696499289815	0.6916531902739431
0.5	0	0.01	4	3	1000	1.0	0.5044230769230769	0.4960337088665262	0.4937644544997486	0.48506749756515494	0.6790356773375728
1.0	0	0.01	6	1	600	1.0	0.5068589743589744	0.4905064627395358	0.490013940308058	0.4810146648773236	0.6783628171088909
1.0	0	0.01	4	3	1000	0.5	0.4967307692307692	0.4913284449755039	0.48386837835367247	0.48093708684202374	0.6867046764166314
1.0	0	0.01	6	1	1000	1.0	0.5042948717948719	0.49338082505729564	0.48882238676356327	0.48010202539522656	0.6699817975009678
1.0	0	0.01	6	3	1000	1.0	0.4990384615384615	0.48797827733131943	0.487152977741213	0.47982396787707027	0.6861828762280949
0.5	0	0.2	6	3	200	0.5	0.4911538461538461	0.4886476568094215	0.481135906577083	0.4789421935348573	0.6740370589672334
1.0	0	0.01	4	1	1000	1.0	0.5017948717948717	0.4930243870336749	0.48723667672197085	0.47814478719316733	0.6810225181458486
0.5	0	0.01	8	3	600	1.0	0.49923076923076926	0.4863769716595804	0.4855097924950867	0.4773790680548552	0.679312999058525
1.0	0	0.01	6	1	200	1.0	0.5067307692307692	0.48829305122271877	0.48901920791626663	0.476305583301129	0.6822244410672
1.0	0	0.2	6	3	1000	0.5	0.4887820512820512	0.4849161785926491	0.4780047648430001	0.4755483652705933	0.6602832142310507
0.5	0	0.2	6	3	600	0.5	0.4913461538461538	0.4859574813444783	0.47918174962292615	0.4754842849521026	0.6560636757524777
0.5	0	0.2	6	3	200	1.0	0.4913461538461538	0.4818241823149954	0.4796096142419672	0.47533364497309993	0.6684711737758989
0.5	0	0.01	4	3	200	1.0	0.5068589743589744	0.4868075710838869	0.48528377668083555	0.4748527931491543	0.688790376901541
0.5	0	0.01	4	1	1000	0.5	0.4889743589743589	0.48166515860014314	0.47927664655605834	0.4743515199141298	0.6807460845282922
0.5	0	0.2	8	3	200	0.5	0.4862179487179487	0.4853376916341313	0.47448655103066867	0.47408556740873475	0.6750314030546718
0.5	0	0.01	4	3	1000	0.5	0.4916025641025641	0.4821386969297186	0.4799884021207551	0.4737645463625856	0.6875169115892042
0.5	0	0.01	6	1	1000	1.0	0.4940384615384616	0.4822125142945577	0.4814151697975227	0.47366182971785326	0.6615598823415635
1.0	0	0.2	4	1	600	1.0	0.48871794871794866	0.48098845598845597	0.48007907125554183	0.473405145608272	0.6543654867614344
1.0	0	0.2	8	3	200	0.5	0.4862179487179487	0.4840824993146974	0.476820638511815	0.47291225455557545	0.6667600798577722
0.5	0	0.01	4	1	200	1.0	0.5069230769230769	0.48531104129788344	0.482774864024864	0.4726951766276404	0.685473352404505
0.5	0	0.01	6	1	600	1.0	0.49403846153846154	0.48113599901989995	0.4799126445449975	0.47263074695178603	0.6691414316812929
0.5	0	0.2	4	3	600	0.5	0.48358974358974355	0.4816197204355099	0.4735204991087344	0.47246360462718895	0.6597686422071487
0.5	0	0.01	6	3	600	1.0	0.4967307692307692	0.48318887144025124	0.480914632752868	0.47236316443384796	0.6812047942827386
1.0	0	0.01	6	3	1000	0.5	0.4889743589743589	0.4810168570965785	0.47430138488962015	0.47133494698227824	0.6808605573656975
1.0	0	0.2	8	3	1000	0.5	0.4862179487179487	0.4772107838555207	0.47544808949220707	0.4707496177625451	0.6569122807163552
1.0	0	0.01	6	3	600	1.0	0.49641025641025643	0.47721812766435184	0.479779526029526	0.47026694060361096	0.6798746594995284
