Data	ACC	Precision_macro	Recall_macro	F1_macro	AUC_ovr_macro	AUC_class0	AUC_class1	AUC_class2
train	0.6553	0.6595	0.6577	0.6535	0.8288	0.8418	0.8024	0.8421
valid	0.5963	0.6315	0.5952	0.5968	0.7929	0.8605	0.7051	0.8132
test	0.6	0.6488	0.6059	0.6028	0.7668	0.8351	0.6378	0.8275
