Data	ACC	Precision_macro	Recall_macro	F1_macro	AUC_ovr_macro	AUC_class0	AUC_class1	AUC_class2
train	0.9282	0.927	0.9262	0.9266	0.979	0.9812	0.9674	0.9884
valid	0.68	0.671	0.6622	0.6591	0.8467	0.8661	0.7838	0.8902
test	0.534	0.5152	0.5218	0.5178	0.7209	0.7896	0.5896	0.7836
