Data	ACC	Precision_macro	Recall_macro	F1_macro	AUC_ovr_macro	AUC_class0	AUC_class1	AUC_class2
train	0.8144	0.8118	0.8209	0.8133	0.9219	0.9388	0.8899	0.9369
valid	0.7	0.7053	0.7128	0.6995	0.8679	0.8871	0.7971	0.9194
test	0.6893	0.7013	0.7055	0.6872	0.8176	0.8517	0.7003	0.9009
