Data	ACC	Precision_macro	Recall_macro	F1_macro	AUC_ovr_macro	AUC_class0	AUC_class1	AUC_class2
train	0.8465	0.8423	0.8506	0.8451	0.907	0.8971	0.851	0.9731
valid	0.5876	0.5768	0.5819	0.5743	0.7472	0.7779	0.6388	0.825
test	0.5051	0.4857	0.5142	0.4843	0.7381	0.7698	0.5887	0.8556
