Data	ACC	Precision_macro	Recall_macro	F1_macro	AUC_ovr_macro	AUC_class0	AUC_class1	AUC_class2
train	0.8144	0.8109	0.8166	0.811	0.9221	0.9415	0.8946	0.9302
valid	0.72	0.7179	0.7231	0.7134	0.8697	0.8983	0.8105	0.9004
test	0.6019	0.6158	0.6045	0.5965	0.8033	0.8415	0.724	0.8443
