Data	ACC	Precision_macro	Recall_macro	F1_macro	AUC_ovr_macro	AUC_class0	AUC_class1	AUC_class2
train	0.8467	0.845	0.8477	0.8461	0.9161	0.9203	0.8879	0.9401
valid	0.4571	0.4412	0.4409	0.4366	0.6325	0.6692	0.5924	0.6359
test	0.4537	0.4479	0.4492	0.4471	0.6321	0.6605	0.4625	0.7734
