Data	ACC	Precision_macro	Recall_macro	F1_macro	AUC_ovr_macro	AUC_class0	AUC_class1	AUC_class2
train	0.9923	0.9933	0.992	0.9926	0.7983	0.7992	0.6359	0.9598
valid	0.6186	0.6029	0.6033	0.596	0.6924	0.7496	0.506	0.8218
test	0.5657	0.5596	0.553	0.5553	0.6492	0.6942	0.519	0.7345
