Data	ACC	Precision_macro	Recall_macro	F1_macro	AUC_ovr_macro	AUC_class0	AUC_class1	AUC_class2
train	0.8836	0.8812	0.8858	0.882	0.9714	0.9732	0.9647	0.9763
valid	0.6881	0.7139	0.6897	0.6884	0.8559	0.9014	0.7776	0.8888
test	0.6273	0.6868	0.6283	0.6292	0.8453	0.9293	0.7019	0.9049
