Data	ACC	Precision_macro	Recall_macro	F1_macro	AUC_ovr_macro	AUC_class0	AUC_class1	AUC_class2
train	0.6368	0.6451	0.6433	0.6345	0.8275	0.8348	0.778	0.8698
valid	0.5714	0.586	0.5651	0.5647	0.7684	0.8457	0.6769	0.7825
test	0.5185	0.5452	0.5207	0.5132	0.7597	0.8128	0.6284	0.838
