Data	ACC	Precision_macro	Recall_macro	F1_macro	AUC_ovr_macro	AUC_class0	AUC_class1	AUC_class2
train	0.7736	0.7686	0.771	0.7685	0.9109	0.9192	0.8839	0.9295
valid	0.5714	0.5714	0.563	0.5649	0.7572	0.8369	0.6618	0.773
test	0.6019	0.6043	0.5982	0.5919	0.7657	0.8449	0.6322	0.82
