Data	ACC	Precision_macro	Recall_macro	F1_macro	AUC_ovr_macro	AUC_class0	AUC_class1	AUC_class2
train	0.8986	0.8965	0.8939	0.8948	0.9682	0.9773	0.9516	0.9757
valid	0.6286	0.6209	0.6211	0.6208	0.8177	0.8666	0.7591	0.8273
test	0.6296	0.6311	0.6251	0.6168	0.7948	0.8478	0.6791	0.8575
