mlp__activation	mlp__alpha	mlp__early_stopping	mlp__hidden_layer_sizes	mlp__learning_rate	mlp__max_iter	mlp__solver	mean_valid_accuracy	mean_valid_precision_macro	mean_valid_recall_macro	mean_valid_f1_macro	mean_valid_auc_ovr_macro
identity	0.01	True	(100, 100)	adaptive	1000	sgd	0.45	0.44918849425428375	0.4437141779788839	0.43826502908094167	0.5806163338508032
identity	0.01	True	(100, 100)	adaptive	500	sgd	0.45	0.44918849425428375	0.4437141779788839	0.43826502908094167	0.5806163338508032
identity	0.001	True	(100, 100)	adaptive	500	sgd	0.45	0.44918849425428375	0.4437141779788839	0.43826502908094167	0.580377627433009
identity	0.001	True	(100, 100)	adaptive	1000	sgd	0.45	0.44918849425428375	0.4437141779788839	0.43826502908094167	0.580377627433009
identity	0.1	True	(100, 100)	adaptive	500	sgd	0.4476744186046512	0.44642238781170673	0.4414919557566617	0.4362235617763165	0.5803720559358496
identity	0.1	True	(100, 100)	adaptive	1000	sgd	0.4476744186046512	0.44642238781170673	0.4414919557566617	0.4362235617763165	0.5803720559358496
logistic	0.01	True	(100,)	constant	1000	adam	0.4453488372093023	0.4731387167184381	0.44145927601809953	0.4345865197179891	0.627994525853292
logistic	0.01	True	(100,)	invscaling	500	adam	0.4453488372093023	0.4731387167184381	0.44145927601809953	0.4345865197179891	0.627994525853292
logistic	0.01	True	(100,)	invscaling	1000	adam	0.4453488372093023	0.4731387167184381	0.44145927601809953	0.4345865197179891	0.627994525853292
logistic	0.01	True	(100,)	adaptive	500	adam	0.4453488372093023	0.4731387167184381	0.44145927601809953	0.4345865197179891	0.627994525853292
logistic	0.01	True	(100,)	adaptive	1000	adam	0.4453488372093023	0.4731387167184381	0.44145927601809953	0.4345865197179891	0.627994525853292
logistic	0.01	True	(100,)	constant	500	adam	0.4453488372093023	0.4731387167184381	0.44145927601809953	0.4345865197179891	0.627994525853292
identity	0.1	True	(100, 100)	constant	500	sgd	0.4454545454545455	0.44060268191847135	0.4400703871292107	0.43355069761464105	0.5722850954168909
identity	0.1	True	(100, 100)	constant	1000	sgd	0.4454545454545455	0.44060268191847135	0.4400703871292107	0.43355069761464105	0.5722850954168909
identity	0.001	True	(100, 100)	constant	500	sgd	0.4454545454545455	0.44050277938435833	0.4400703871292107	0.433436243230737	0.5714006614243738
identity	0.01	True	(100, 100)	constant	1000	sgd	0.4454545454545455	0.44050277938435833	0.4400703871292107	0.433436243230737	0.5714006614243738
identity	0.01	True	(100, 100)	constant	500	sgd	0.4454545454545455	0.44050277938435833	0.4400703871292107	0.433436243230737	0.5714006614243738
identity	0.001	True	(100, 100)	constant	1000	sgd	0.4454545454545455	0.44050277938435833	0.4400703871292107	0.433436243230737	0.5714006614243738
logistic	0.001	True	(100,)	adaptive	1000	adam	0.44302325581395346	0.4716744350993577	0.4393759426847662	0.4327802799807149	0.6271050014138024
logistic	0.001	True	(100,)	constant	1000	adam	0.44302325581395346	0.4716744350993577	0.4393759426847662	0.4327802799807149	0.6271050014138024
logistic	0.001	True	(100,)	adaptive	500	adam	0.44302325581395346	0.4716744350993577	0.4393759426847662	0.4327802799807149	0.6271050014138024
logistic	0.001	True	(100,)	invscaling	1000	adam	0.44302325581395346	0.4716744350993577	0.4393759426847662	0.4327802799807149	0.6271050014138024
logistic	0.001	True	(100,)	invscaling	500	adam	0.44302325581395346	0.4716744350993577	0.4393759426847662	0.4327802799807149	0.6271050014138024
logistic	0.001	True	(100,)	constant	500	adam	0.44302325581395346	0.4716744350993577	0.4393759426847662	0.4327802799807149	0.6271050014138024
relu	0.001	True	(50, 50)	invscaling	1000	lbfgs	0.4565010570824525	0.450392619244921	0.43538587229763703	0.430011430065937	0.6042022037258029
relu	0.001	True	(50, 50)	adaptive	1000	lbfgs	0.4565010570824525	0.450392619244921	0.43538587229763703	0.430011430065937	0.6042022037258029
relu	0.001	True	(50, 50)	adaptive	500	lbfgs	0.4565010570824525	0.450392619244921	0.43538587229763703	0.430011430065937	0.6042022037258029
relu	0.001	True	(50, 50)	constant	500	lbfgs	0.4565010570824525	0.450392619244921	0.43538587229763703	0.430011430065937	0.6042022037258029
relu	0.001	True	(50, 50)	invscaling	500	lbfgs	0.4565010570824525	0.450392619244921	0.43538587229763703	0.430011430065937	0.6042022037258029
relu	0.001	True	(50, 50)	constant	1000	lbfgs	0.4565010570824525	0.450392619244921	0.43538587229763703	0.430011430065937	0.6042022037258029
relu	0.01	True	(50,)	invscaling	500	adam	0.44043340380549684	0.44270471730998046	0.4311720713926596	0.4285593821790085	0.5927722829111014
relu	0.01	True	(50,)	adaptive	1000	adam	0.44043340380549684	0.44270471730998046	0.4311720713926596	0.4285593821790085	0.5927722829111014
relu	0.01	True	(50,)	adaptive	500	adam	0.44043340380549684	0.44270471730998046	0.4311720713926596	0.4285593821790085	0.5927722829111014
relu	0.01	True	(50,)	invscaling	1000	adam	0.44043340380549684	0.44270471730998046	0.4311720713926596	0.4285593821790085	0.5927722829111014
relu	0.001	True	(50,)	constant	1000	adam	0.44043340380549684	0.44270471730998046	0.4311720713926596	0.4285593821790085	0.5920281625313768
relu	0.001	True	(50,)	constant	500	adam	0.44043340380549684	0.44270471730998046	0.4311720713926596	0.4285593821790085	0.5920281625313768
relu	0.001	True	(50,)	invscaling	500	adam	0.44043340380549684	0.44270471730998046	0.4311720713926596	0.4285593821790085	0.5920281625313768
relu	0.001	True	(50,)	invscaling	1000	adam	0.44043340380549684	0.44270471730998046	0.4311720713926596	0.4285593821790085	0.5920281625313768
relu	0.01	True	(50,)	constant	1000	adam	0.44043340380549684	0.44270471730998046	0.4311720713926596	0.4285593821790085	0.5927722829111014
relu	0.001	True	(50,)	adaptive	1000	adam	0.44043340380549684	0.44270471730998046	0.4311720713926596	0.4285593821790085	0.5920281625313768
relu	0.01	True	(50,)	constant	500	adam	0.44043340380549684	0.44270471730998046	0.4311720713926596	0.4285593821790085	0.5927722829111014
relu	0.001	True	(50,)	adaptive	500	adam	0.44043340380549684	0.44270471730998046	0.4311720713926596	0.4285593821790085	0.5920281625313768
relu	0.01	True	(50, 50)	adaptive	1000	lbfgs	0.45195560253699785	0.4450471615625068	0.4312028657616893	0.427265031792763	0.6041667901009979
relu	0.01	True	(50, 50)	adaptive	500	lbfgs	0.45195560253699785	0.4450471615625068	0.4312028657616893	0.427265031792763	0.6041667901009979
relu	0.01	True	(50, 50)	invscaling	1000	lbfgs	0.45195560253699785	0.4450471615625068	0.4312028657616893	0.427265031792763	0.6041667901009979
relu	0.01	True	(50, 50)	invscaling	500	lbfgs	0.45195560253699785	0.4450471615625068	0.4312028657616893	0.427265031792763	0.6041667901009979
relu	0.01	True	(50, 50)	constant	1000	lbfgs	0.45195560253699785	0.4450471615625068	0.4312028657616893	0.427265031792763	0.6041667901009979
relu	0.01	True	(50, 50)	constant	500	lbfgs	0.45195560253699785	0.4450471615625068	0.4312028657616893	0.427265031792763	0.6041667901009979
logistic	0.1	True	(100,)	adaptive	500	adam	0.43625792811839326	0.4703627473118656	0.4331843891402715	0.4262961531055326	0.6320189579534488
logistic	0.1	True	(100,)	constant	500	adam	0.43625792811839326	0.4703627473118656	0.4331843891402715	0.4262961531055326	0.6320189579534488
logistic	0.1	True	(100,)	constant	1000	adam	0.43625792811839326	0.4703627473118656	0.4331843891402715	0.4262961531055326	0.6320189579534488
logistic	0.1	True	(100,)	invscaling	500	adam	0.43625792811839326	0.4703627473118656	0.4331843891402715	0.4262961531055326	0.6320189579534488
