Data	ACC	Precision_macro	Recall_macro	F1_macro	AUC_ovr_macro	AUC_class0	AUC_class1	AUC_class2
train	0.6634	0.6762	0.6719	0.6642	0.85	0.8533	0.8217	0.8752
valid	0.66	0.6893	0.6736	0.6607	0.8361	0.8739	0.771	0.8635
test	0.6311	0.7014	0.654	0.6325	0.816	0.8532	0.7021	0.8927
