Data	ACC	Precision_macro	Recall_macro	F1_macro	AUC_ovr_macro	AUC_class0	AUC_class1	AUC_class2
train	0.7673	0.7639	0.7661	0.7616	0.901	0.9012	0.8636	0.9382
valid	0.59	0.5713	0.5869	0.5698	0.7932	0.7904	0.7014	0.8878
test	0.5631	0.5517	0.5622	0.5368	0.7498	0.824	0.5609	0.8644
