Data	ACC	Precision_macro	Recall_macro	F1_macro	AUC_ovr_macro	AUC_class0	AUC_class1	AUC_class2
train	0.7277	0.7225	0.723	0.7227	0.8763	0.8832	0.8334	0.9123
valid	0.66	0.6424	0.646	0.6393	0.7923	0.8491	0.6881	0.8397
test	0.5825	0.5719	0.5795	0.5724	0.7141	0.7506	0.5694	0.8224
