C	class_weight	gamma	kernel	mean_valid_accuracy	mean_valid_precision_macro	mean_valid_recall_macro	mean_valid_f1_macro	mean_valid_auc_ovr_macro
1.0	balanced	0.1	rbf	0.49274390243902444	0.5296119770285203	0.4871863430686961	0.4852164973956955	0.6602171810215995
1.0	balanced	0.01	rbf	0.48067073170731706	0.4856850763416249	0.48285656337126925	0.4726370710502395	0.6657924912243527
0.1	balanced	0.1	linear	0.4532926829268293	0.4457742393771805	0.45050562182915127	0.4417648144866983	0.6284215613881433
0.1	balanced	0.01	linear	0.4532926829268293	0.4457742393771805	0.45050562182915127	0.4417648144866983	0.6284215613881433
0.1	balanced	100.0	linear	0.4532926829268293	0.4457742393771805	0.45050562182915127	0.4417648144866983	0.6284215613881433
0.1	balanced	1000.0	linear	0.4532926829268293	0.4457742393771805	0.45050562182915127	0.4417648144866983	0.6284215613881433
0.1	balanced	1.0	linear	0.4532926829268293	0.4457742393771805	0.45050562182915127	0.4417648144866983	0.6284215613881433
0.01	balanced	0.1	linear	0.44853658536585367	0.4496335388324552	0.45067644773527127	0.4372896690629752	0.6562359502338732
0.01	balanced	1000.0	linear	0.44853658536585367	0.4496335388324552	0.45067644773527127	0.4372896690629752	0.6562359502338732
0.01	balanced	1.0	linear	0.44853658536585367	0.4496335388324552	0.45067644773527127	0.4372896690629752	0.6562359502338732
0.01	balanced	100.0	linear	0.44853658536585367	0.4496335388324552	0.45067644773527127	0.4372896690629752	0.6562359502338732
0.01	balanced	0.01	linear	0.44853658536585367	0.4496335388324552	0.45067644773527127	0.4372896690629752	0.6562359502338732
10.0		0.01	rbf	0.45286585365853654	0.4397059456424781	0.44322895242012894	0.4349934778059576	0.6316970869908097
10.0	balanced	0.01	rbf	0.45054878048780483	0.43981835158305743	0.4431546802870332	0.4349589232916977	0.633469662449497
0.1		0.01	linear	0.45304878048780484	0.4319803545267941	0.44092480232186115	0.43024748506843224	0.6257350080324163
0.1		1000.0	linear	0.45304878048780484	0.4319803545267941	0.44092480232186115	0.43024748506843224	0.6257350080324163
0.1		100.0	linear	0.45304878048780484	0.4319803545267941	0.44092480232186115	0.43024748506843224	0.6257350080324163
0.1		1.0	linear	0.45304878048780484	0.4319803545267941	0.44092480232186115	0.43024748506843224	0.6257350080324163
0.1		0.1	linear	0.45304878048780484	0.4319803545267941	0.44092480232186115	0.43024748506843224	0.6257350080324163
100.0		0.1	linear	0.4310975609756097	0.4241035669983038	0.4209493121257827	0.417122660059448	0.6180702732005894
10.0		1.0	linear	0.4310975609756097	0.4241035669983038	0.4209493121257827	0.417122660059448	0.6180702732005894
100.0		1.0	linear	0.4310975609756097	0.4241035669983038	0.4209493121257827	0.417122660059448	0.6180702732005894
10.0		0.1	linear	0.4310975609756097	0.4241035669983038	0.4209493121257827	0.417122660059448	0.6180702732005894
100.0		100.0	linear	0.4310975609756097	0.4241035669983038	0.4209493121257827	0.417122660059448	0.6180702732005894
10.0	balanced	1.0	linear	0.4310975609756097	0.4241035669983038	0.4209493121257827	0.417122660059448	0.6180702732005894
10.0		100.0	linear	0.4310975609756097	0.4241035669983038	0.4209493121257827	0.417122660059448	0.6180702732005894
10.0	balanced	100.0	linear	0.4310975609756097	0.4241035669983038	0.4209493121257827	0.417122660059448	0.6180702732005894
100.0		1000.0	linear	0.4310975609756097	0.4241035669983038	0.4209493121257827	0.417122660059448	0.6180702732005894
100.0		0.01	linear	0.4310975609756097	0.4241035669983038	0.4209493121257827	0.417122660059448	0.6180702732005894
10.0	balanced	0.1	linear	0.4310975609756097	0.4241035669983038	0.4209493121257827	0.417122660059448	0.6180702732005894
10.0		1000.0	linear	0.4310975609756097	0.4241035669983038	0.4209493121257827	0.417122660059448	0.6180702732005894
10.0	balanced	0.01	linear	0.4310975609756097	0.4241035669983038	0.4209493121257827	0.417122660059448	0.6180702732005894
10.0	balanced	1000.0	linear	0.4310975609756097	0.4241035669983038	0.4209493121257827	0.417122660059448	0.6180702732005894
10.0		0.01	linear	0.4310975609756097	0.4241035669983038	0.4209493121257827	0.417122660059448	0.6180702732005894
100.0	balanced	0.01	linear	0.4310975609756097	0.4241035669983038	0.4209493121257827	0.417122660059448	0.6180702732005894
1000.0		0.1	linear	0.4310975609756097	0.4241035669983038	0.4209493121257827	0.417122660059448	0.6180702732005894
1000.0	balanced	1000.0	linear	0.4310975609756097	0.4241035669983038	0.4209493121257827	0.417122660059448	0.6180702732005894
100.0	balanced	1.0	linear	0.4310975609756097	0.4241035669983038	0.4209493121257827	0.417122660059448	0.6180702732005894
100.0	balanced	100.0	linear	0.4310975609756097	0.4241035669983038	0.4209493121257827	0.417122660059448	0.6180702732005894
100.0	balanced	1000.0	linear	0.4310975609756097	0.4241035669983038	0.4209493121257827	0.417122660059448	0.6180702732005894
1000.0	balanced	100.0	linear	0.4310975609756097	0.4241035669983038	0.4209493121257827	0.417122660059448	0.6180702732005894
1000.0	balanced	1.0	linear	0.4310975609756097	0.4241035669983038	0.4209493121257827	0.417122660059448	0.6180702732005894
1000.0	balanced	0.1	linear	0.4310975609756097	0.4241035669983038	0.4209493121257827	0.417122660059448	0.6180702732005894
1000.0		0.01	linear	0.4310975609756097	0.4241035669983038	0.4209493121257827	0.417122660059448	0.6180702732005894
1000.0	balanced	0.01	linear	0.4310975609756097	0.4241035669983038	0.4209493121257827	0.417122660059448	0.6180702732005894
1000.0		1000.0	linear	0.4310975609756097	0.4241035669983038	0.4209493121257827	0.417122660059448	0.6180702732005894
1000.0		100.0	linear	0.4310975609756097	0.4241035669983038	0.4209493121257827	0.417122660059448	0.6180702732005894
1000.0		1.0	linear	0.4310975609756097	0.4241035669983038	0.4209493121257827	0.417122660059448	0.6180702732005894
100.0	balanced	0.1	linear	0.4310975609756097	0.4241035669983038	0.4209493121257827	0.417122660059448	0.6180702732005894
1000.0	balanced	0.01	rbf	0.4258536585365854	0.42268374043310103	0.4178801590566296	0.4152157830663222	0.623005124715253
100.0	balanced	0.01	rbf	0.4258536585365854	0.42268374043310103	0.4178801590566296	0.4152157830663222	0.623005124715253
1000.0		0.01	rbf	0.4258536585365854	0.42268374043310103	0.4178801590566296	0.4152157830663222	0.623005124715253
100.0		0.01	rbf	0.4258536585365854	0.42268374043310103	0.4178801590566296	0.4152157830663222	0.623005124715253
1.0		100.0	linear	0.43347560975609756	0.41660109391264327	0.4189476781388546	0.4126883378223404	0.6160607407439643
1.0		0.01	linear	0.43347560975609756	0.41660109391264327	0.4189476781388546	0.4126883378223404	0.6160607407439643
1.0		0.1	linear	0.43347560975609756	0.41660109391264327	0.4189476781388546	0.4126883378223404	0.6160607407439643
1.0		1000.0	linear	0.43347560975609756	0.41660109391264327	0.4189476781388546	0.4126883378223404	0.6160607407439643
1.0		1.0	linear	0.43347560975609756	0.41660109391264327	0.4189476781388546	0.4126883378223404	0.6160607407439643
1.0	balanced	0.01	linear	0.4209756097560975	0.40851689976689975	0.408867235705471	0.4041854499629099	0.6188566903409161
1.0	balanced	0.1	linear	0.4209756097560975	0.40851689976689975	0.408867235705471	0.4041854499629099	0.6188566903409161
1.0	balanced	1000.0	linear	0.4209756097560975	0.40851689976689975	0.408867235705471	0.4041854499629099	0.6188566903409161
1.0	balanced	100.0	linear	0.4209756097560975	0.40851689976689975	0.408867235705471	0.4041854499629099	0.6188566903409161
1.0	balanced	1.0	linear	0.4209756097560975	0.40851689976689975	0.408867235705471	0.4041854499629099	0.6188566903409161
10.0		0.1	rbf	0.4262195121951219	0.405317252836388	0.39293214954979666	0.3744404994152123	0.6283938792714965
1000.0	balanced	0.1	rbf	0.4262195121951219	0.405317252836388	0.39293214954979666	0.3744404994152123	0.6283938792714965
10.0	balanced	0.1	rbf	0.4262195121951219	0.405317252836388	0.39293214954979666	0.3744404994152123	0.6283938792714965
1000.0		0.1	rbf	0.4262195121951219	0.405317252836388	0.39293214954979666	0.3744404994152123	0.6283938792714965
100.0	balanced	0.1	rbf	0.4262195121951219	0.405317252836388	0.39293214954979666	0.3744404994152123	0.6283938792714965
100.0		0.1	rbf	0.4262195121951219	0.405317252836388	0.39293214954979666	0.3744404994152123	0.6283938792714965
1.0		0.01	rbf	0.4484146341463414	0.3954268175980482	0.4088489533342474	0.3679841636649955	0.6522127280654266
0.01		0.01	linear	0.44597560975609757	0.34289173048027916	0.3934212029800265	0.3181650128848417	0.6420839997610206
0.01		0.1	linear	0.44597560975609757	0.34289173048027916	0.3934212029800265	0.3181650128848417	0.6420839997610206
0.01		1.0	linear	0.44597560975609757	0.34289173048027916	0.3934212029800265	0.3181650128848417	0.6420839997610206
0.01		100.0	linear	0.44597560975609757	0.34289173048027916	0.3934212029800265	0.3181650128848417	0.6420839997610206
0.01		1000.0	linear	0.44597560975609757	0.34289173048027916	0.3934212029800265	0.3181650128848417	0.6420839997610206
1.0		0.1	rbf	0.411280487804878	0.3544078227009261	0.365227501256913	0.3138557409892731	0.6504683843565184
10.0		1000.0	rbf	0.4083536585365854	0.13611788617886178	0.33333333333333337	0.19328205571399765	0.5
0.1		1.0	rbf	0.4083536585365854	0.13611788617886178	0.33333333333333337	0.19328205571399765	0.5029868909480804
100.0	balanced	100.0	rbf	0.4083536585365854	0.13611788617886178	0.33333333333333337	0.19328205571399765	0.5
0.1		0.1	rbf	0.4083536585365854	0.13611788617886178	0.33333333333333337	0.19328205571399765	0.6398821577227319
100.0	balanced	1000.0	rbf	0.4083536585365854	0.13611788617886178	0.33333333333333337	0.19328205571399765	0.5
0.1		0.01	rbf	0.4083536585365854	0.13611788617886178	0.33333333333333337	0.19328205571399765	0.6362867825132785
1000.0		1.0	rbf	0.4083536585365854	0.13611788617886178	0.33333333333333337	0.19328205571399765	0.5218780379962082
1000.0		100.0	rbf	0.4083536585365854	0.13611788617886178	0.33333333333333337	0.19328205571399765	0.5
1000.0		1000.0	rbf	0.4083536585365854	0.13611788617886178	0.33333333333333337	0.19328205571399765	0.5
0.01		1000.0	rbf	0.4083536585365854	0.13611788617886178	0.33333333333333337	0.19328205571399765	0.5
0.1		100.0	rbf	0.4083536585365854	0.13611788617886178	0.33333333333333337	0.19328205571399765	0.5
0.01		100.0	rbf	0.4083536585365854	0.13611788617886178	0.33333333333333337	0.19328205571399765	0.5
0.01		1.0	rbf	0.4083536585365854	0.13611788617886178	0.33333333333333337	0.19328205571399765	0.49763086932349276
