Data	ACC	Precision_macro	Recall_macro	F1_macro	AUC_ovr_macro	AUC_class0	AUC_class1	AUC_class2
train	0.758	0.7555	0.7473	0.7493	0.8859	0.9062	0.8532	0.8984
valid	0.5413	0.5251	0.5259	0.5245	0.7213	0.7747	0.6304	0.7587
test	0.5273	0.5122	0.5111	0.4946	0.6596	0.7304	0.501	0.7475
