mlp__activation	mlp__alpha	mlp__early_stopping	mlp__hidden_layer_sizes	mlp__learning_rate	mlp__max_iter	mlp__solver	mean_valid_accuracy	mean_valid_precision_macro	mean_valid_recall_macro	mean_valid_f1_macro	mean_valid_auc_ovr_macro
logistic	0.1	True	(100,)	constant	500	lbfgs	0.45304540420819495	0.4617788629785534	0.4465556094232565	0.4450026537098032	0.5904402861802622
logistic	0.1	True	(100,)	constant	1000	lbfgs	0.45304540420819495	0.4617788629785534	0.4465556094232565	0.4450026537098032	0.5904402861802622
logistic	0.1	True	(100,)	invscaling	500	lbfgs	0.45304540420819495	0.4617788629785534	0.4465556094232565	0.4450026537098032	0.5904402861802622
logistic	0.1	True	(100,)	invscaling	1000	lbfgs	0.45304540420819495	0.4617788629785534	0.4465556094232565	0.4450026537098032	0.5904402861802622
logistic	0.1	True	(100,)	adaptive	500	lbfgs	0.45304540420819495	0.4617788629785534	0.4465556094232565	0.4450026537098032	0.5904402861802622
logistic	0.1	True	(100,)	adaptive	1000	lbfgs	0.45304540420819495	0.4617788629785534	0.4465556094232565	0.4450026537098032	0.5904402861802622
logistic	0.1	True	(50, 50)	invscaling	1000	lbfgs	0.4527685492801772	0.4577047350654162	0.4467832004596711	0.44160085382863584	0.5927849934874266
logistic	0.1	True	(50, 50)	adaptive	1000	lbfgs	0.4527685492801772	0.4577047350654162	0.4467832004596711	0.44160085382863584	0.5927849934874266
logistic	0.1	True	(50, 50)	adaptive	500	lbfgs	0.4527685492801772	0.4577047350654162	0.4467832004596711	0.44160085382863584	0.5927849934874266
logistic	0.1	True	(50, 50)	constant	500	lbfgs	0.4527685492801772	0.4577047350654162	0.4467832004596711	0.44160085382863584	0.5927849934874266
logistic	0.1	True	(50, 50)	invscaling	500	lbfgs	0.4527685492801772	0.4577047350654162	0.4467832004596711	0.44160085382863584	0.5927849934874266
logistic	0.1	True	(50, 50)	constant	1000	lbfgs	0.4527685492801772	0.4577047350654162	0.4467832004596711	0.44160085382863584	0.5927849934874266
logistic	0.1	True	(100, 100)	constant	1000	lbfgs	0.4528239202657807	0.45552269726031336	0.4453103677368383	0.4406561377092618	0.5916123414122311
logistic	0.1	True	(100, 100)	adaptive	1000	lbfgs	0.4528239202657807	0.45552269726031336	0.4453103677368383	0.4406561377092618	0.5916123414122311
logistic	0.1	True	(100, 100)	adaptive	500	lbfgs	0.4528239202657807	0.45552269726031336	0.4453103677368383	0.4406561377092618	0.5916123414122311
logistic	0.1	True	(100, 100)	invscaling	500	lbfgs	0.4528239202657807	0.45552269726031336	0.4453103677368383	0.4406561377092618	0.5916123414122311
logistic	0.1	True	(100, 100)	invscaling	1000	lbfgs	0.4528239202657807	0.45552269726031336	0.4453103677368383	0.4406561377092618	0.5916123414122311
logistic	0.1	True	(100, 100)	constant	500	lbfgs	0.4528239202657807	0.45552269726031336	0.4453103677368383	0.4406561377092618	0.5916123414122311
logistic	0.1	True	(50,)	adaptive	1000	lbfgs	0.44822812846068666	0.4538448884849814	0.4411751238957121	0.4373900805745066	0.5949118007708109
logistic	0.1	True	(50,)	adaptive	500	lbfgs	0.44822812846068666	0.4538448884849814	0.4411751238957121	0.4373900805745066	0.5949118007708109
logistic	0.1	True	(50,)	constant	1000	lbfgs	0.44822812846068666	0.4538448884849814	0.4411751238957121	0.4373900805745066	0.5949118007708109
logistic	0.1	True	(50,)	constant	500	lbfgs	0.44822812846068666	0.4538448884849814	0.4411751238957121	0.4373900805745066	0.5949118007708109
logistic	0.1	True	(50,)	invscaling	1000	lbfgs	0.44822812846068666	0.4538448884849814	0.4411751238957121	0.4373900805745066	0.5949118007708109
logistic	0.1	True	(50,)	invscaling	500	lbfgs	0.44822812846068666	0.4538448884849814	0.4411751238957121	0.4373900805745066	0.5949118007708109
identity	0.1	True	(100, 100)	adaptive	500	lbfgs	0.45033222591362126	0.4410225368313604	0.44412078934137755	0.437014538449718	0.5822107362586992
identity	0.1	True	(100, 100)	constant	500	lbfgs	0.45033222591362126	0.4410225368313604	0.44412078934137755	0.437014538449718	0.5822107362586992
identity	0.1	True	(100, 100)	constant	1000	lbfgs	0.45033222591362126	0.4410225368313604	0.44412078934137755	0.437014538449718	0.5822107362586992
identity	0.1	True	(100, 100)	invscaling	1000	lbfgs	0.45033222591362126	0.4410225368313604	0.44412078934137755	0.437014538449718	0.5822107362586992
identity	0.1	True	(100, 100)	adaptive	1000	lbfgs	0.45033222591362126	0.4410225368313604	0.44412078934137755	0.437014538449718	0.5822107362586992
identity	0.1	True	(100, 100)	invscaling	500	lbfgs	0.45033222591362126	0.4410225368313604	0.44412078934137755	0.437014538449718	0.5822107362586992
logistic	0.001	True	(100,)	adaptive	500	lbfgs	0.45033222591362126	0.4461480628934189	0.44157913165266105	0.43472220562943864	0.5902686857003243
logistic	0.001	True	(100,)	constant	500	lbfgs	0.45033222591362126	0.4461480628934189	0.44157913165266105	0.43472220562943864	0.5902686857003243
logistic	0.001	True	(100,)	adaptive	1000	lbfgs	0.45033222591362126	0.4461480628934189	0.44157913165266105	0.43472220562943864	0.5902686857003243
logistic	0.001	True	(100,)	constant	1000	lbfgs	0.45033222591362126	0.4461480628934189	0.44157913165266105	0.43472220562943864	0.5902686857003243
