mlp__activation	mlp__alpha	mlp__early_stopping	mlp__hidden_layer_sizes	mlp__learning_rate	mlp__max_iter	mlp__solver	mean_valid_accuracy	mean_valid_precision_macro	mean_valid_recall_macro	mean_valid_f1_macro	mean_valid_auc_ovr_macro
relu	0.01	True	(100,)	invscaling	500	adam	0.4588266384778012	0.4643560034736505	0.4501640271493213	0.4480331173566908	0.6132520079225467
relu	0.01	True	(100,)	invscaling	1000	adam	0.4588266384778012	0.4643560034736505	0.4501640271493213	0.4480331173566908	0.6132520079225467
relu	0.01	True	(100,)	adaptive	500	adam	0.4588266384778012	0.4643560034736505	0.4501640271493213	0.4480331173566908	0.6132520079225467
relu	0.01	True	(100,)	adaptive	1000	adam	0.4588266384778012	0.4643560034736505	0.4501640271493213	0.4480331173566908	0.6132520079225467
relu	0.01	True	(100,)	constant	500	adam	0.4588266384778012	0.4643560034736505	0.4501640271493213	0.4480331173566908	0.6132520079225467
relu	0.01	True	(100,)	constant	1000	adam	0.4588266384778012	0.4643560034736505	0.4501640271493213	0.4480331173566908	0.6132520079225467
relu	0.001	True	(100,)	invscaling	500	adam	0.4541754756871036	0.461812110642034	0.4455222473604826	0.4453192695609978	0.611894874970443
relu	0.001	True	(100,)	constant	1000	adam	0.4541754756871036	0.461812110642034	0.4455222473604826	0.4453192695609978	0.611894874970443
relu	0.001	True	(100,)	constant	500	adam	0.4541754756871036	0.461812110642034	0.4455222473604826	0.4453192695609978	0.611894874970443
relu	0.001	True	(100,)	invscaling	1000	adam	0.4541754756871036	0.461812110642034	0.4455222473604826	0.4453192695609978	0.611894874970443
relu	0.001	True	(100,)	adaptive	500	adam	0.4541754756871036	0.461812110642034	0.4455222473604826	0.4453192695609978	0.611894874970443
relu	0.001	True	(100,)	adaptive	1000	adam	0.4541754756871036	0.461812110642034	0.4455222473604826	0.4453192695609978	0.611894874970443
tanh	0.01	True	(50, 50)	adaptive	1000	lbfgs	0.4612579281183932	0.4546999004893742	0.4470336852689794	0.4439096641990563	0.5931859142752407
tanh	0.01	True	(50, 50)	adaptive	500	lbfgs	0.4612579281183932	0.4546999004893742	0.4470336852689794	0.4439096641990563	0.5931859142752407
tanh	0.01	True	(50, 50)	constant	500	lbfgs	0.4612579281183932	0.4546999004893742	0.4470336852689794	0.4439096641990563	0.5931859142752407
tanh	0.01	True	(50, 50)	invscaling	1000	lbfgs	0.4612579281183932	0.4546999004893742	0.4470336852689794	0.4439096641990563	0.5931859142752407
tanh	0.01	True	(50, 50)	invscaling	500	lbfgs	0.4612579281183932	0.4546999004893742	0.4470336852689794	0.4439096641990563	0.5931859142752407
tanh	0.01	True	(50, 50)	constant	1000	lbfgs	0.4612579281183932	0.4546999004893742	0.4470336852689794	0.4439096641990563	0.5931859142752407
relu	0.001	True	(100, 100)	adaptive	1000	adam	0.46347780126849897	0.45925119915057994	0.44867458521870285	0.4435542483317868	0.6222564254077414
relu	0.001	True	(100, 100)	invscaling	500	adam	0.46347780126849897	0.45925119915057994	0.44867458521870285	0.4435542483317868	0.6222564254077414
relu	0.001	True	(100, 100)	invscaling	1000	adam	0.46347780126849897	0.45925119915057994	0.44867458521870285	0.4435542483317868	0.6222564254077414
relu	0.001	True	(100, 100)	adaptive	500	adam	0.46347780126849897	0.45925119915057994	0.44867458521870285	0.4435542483317868	0.6222564254077414
relu	0.001	True	(100, 100)	constant	500	adam	0.46347780126849897	0.45925119915057994	0.44867458521870285	0.4435542483317868	0.6222564254077414
relu	0.001	True	(100, 100)	constant	1000	adam	0.46347780126849897	0.45925119915057994	0.44867458521870285	0.4435542483317868	0.6222564254077414
tanh	0.001	True	(50, 50)	invscaling	1000	lbfgs	0.45665961945031713	0.4561728858516784	0.44445324283559573	0.44262799296079247	0.6020749646154917
