Data	ACC	Precision_macro	Recall_macro	F1_macro	AUC_ovr_macro	AUC_class0	AUC_class1	AUC_class2
train	0.7099	0.7137	0.7125	0.7076	0.8675	0.8781	0.8333	0.8912
valid	0.5524	0.5819	0.5481	0.5531	0.773	0.8598	0.6827	0.7767
test	0.6389	0.6784	0.6412	0.6381	0.8097	0.8806	0.7013	0.8474
