Data	ACC	Precision_macro	Recall_macro	F1_macro	AUC_ovr_macro	AUC_class0	AUC_class1	AUC_class2
train	1.0	1.0	1.0	1.0	0.9296	0.9181	0.9041	0.9667
valid	0.5979	0.5992	0.5913	0.5946	0.7705	0.7596	0.7323	0.8196
test	0.6162	0.6193	0.6038	0.6065	0.7683	0.7928	0.6627	0.8493
