max_depth	max_features	min_samples_leaf	min_samples_split	n_estimators	mean_valid_accuracy	mean_valid_precision_macro	mean_valid_recall_macro	mean_valid_f1_macro	mean_valid_auc_ovr_macro
8	sqrt	8	10	1000	0.5147435897435899	0.5154079108026476	0.5162811942959001	0.5017743782300886	0.6933670707849408
8	sqrt	8	8	1000	0.5147435897435899	0.5154079108026476	0.5162811942959001	0.5017743782300886	0.6933670707849408
8	sqrt	8	4	1000	0.5147435897435899	0.5154079108026476	0.5162811942959001	0.5017743782300886	0.6933670707849408
8	sqrt	8	2	1000	0.5147435897435899	0.5154079108026476	0.5162811942959001	0.5017743782300886	0.6933670707849408
10	sqrt	8	2	1000	0.5147435897435898	0.5153406169853538	0.5162811942959002	0.5013259377093255	0.6921335181252168
10	sqrt	8	10	1000	0.5147435897435898	0.5153406169853538	0.5162811942959002	0.5013259377093255	0.6921335181252168
10	sqrt	8	8	1000	0.5147435897435898	0.5153406169853538	0.5162811942959002	0.5013259377093255	0.6921335181252168
10	sqrt	8	4	1000	0.5147435897435898	0.5153406169853538	0.5162811942959002	0.5013259377093255	0.6921335181252168
10	sqrt	8	10	200	0.5070512820512821	0.5127674612968731	0.5085764317381966	0.4965595734175059	0.691693413544526
10	sqrt	8	8	200	0.5070512820512821	0.5127674612968731	0.5085764317381966	0.4965595734175059	0.691693413544526
10	sqrt	8	2	200	0.5070512820512821	0.5127674612968731	0.5085764317381966	0.4965595734175059	0.691693413544526
10	sqrt	8	4	200	0.5070512820512821	0.5127674612968731	0.5085764317381966	0.4965595734175059	0.691693413544526
10	sqrt	10	2	1000	0.5096153846153847	0.5137394114599997	0.5125807280954341	0.49642108202017815	0.6939678152310844
10	sqrt	10	4	1000	0.5096153846153847	0.5137394114599997	0.5125807280954341	0.49642108202017815	0.6939678152310844
10	sqrt	10	8	1000	0.5096153846153847	0.5137394114599997	0.5125807280954341	0.49642108202017815	0.6939678152310844
10	sqrt	10	10	1000	0.5096153846153847	0.5137394114599997	0.5125807280954341	0.49642108202017815	0.6939678152310844
12	sqrt	10	10	1000	0.5096153846153847	0.5127454027454028	0.5125807280954341	0.49640344533587477	0.6935698625353864
12	sqrt	10	8	1000	0.5096153846153847	0.5127454027454028	0.5125807280954341	0.49640344533587477	0.6935698625353864
12	sqrt	10	4	1000	0.5096153846153847	0.5127454027454028	0.5125807280954341	0.49640344533587477	0.6935698625353864
12	sqrt	10	2	1000	0.5096153846153847	0.5127454027454028	0.5125807280954341	0.49640344533587477	0.6935698625353864
12	sqrt	8	8	200	0.5044871794871796	0.5100202085496204	0.5052430984048633	0.4935461804765767	0.6918221802191036
12	sqrt	8	4	200	0.5044871794871796	0.5100202085496204	0.5052430984048633	0.4935461804765767	0.6918221802191036
12	sqrt	8	2	200	0.5044871794871796	0.5100202085496204	0.5052430984048633	0.4935461804765767	0.6918221802191036
12	sqrt	8	10	200	0.5044871794871796	0.5100202085496204	0.5052430984048633	0.4935461804765767	0.6918221802191036
12	sqrt	8	4	1000	0.5070512820512821	0.5081473935421303	0.5080867498514557	0.4934687854912287	0.6914283002038963
12	sqrt	8	8	1000	0.5070512820512821	0.5081473935421303	0.5080867498514557	0.4934687854912287	0.6914283002038963
12	sqrt	8	10	1000	0.5070512820512821	0.5081473935421303	0.5080867498514557	0.4934687854912287	0.6914283002038963
12	sqrt	8	2	1000	0.5070512820512821	0.5081473935421303	0.5080867498514557	0.4934687854912287	0.6914283002038963
8	sqrt	10	10	1000	0.5044871794871795	0.5091422031127913	0.5079332921979981	0.4915380525396573	0.6937622677298126
8	sqrt	10	8	1000	0.5044871794871795	0.5091422031127913	0.5079332921979981	0.4915380525396573	0.6937622677298126
8	sqrt	10	4	1000	0.5044871794871795	0.5091422031127913	0.5079332921979981	0.4915380525396573	0.6937622677298126
8	sqrt	10	2	1000	0.5044871794871795	0.5091422031127913	0.5079332921979981	0.4915380525396573	0.6937622677298126
10	sqrt	10	4	600	0.5044871794871795	0.5074580974580976	0.5079332921979981	0.491516212329428	0.6939913848035617
10	sqrt	10	2	600	0.5044871794871795	0.5074580974580976	0.5079332921979981	0.491516212329428	0.6939913848035617
10	sqrt	10	10	600	0.5044871794871795	0.5074580974580976	0.5079332921979981	0.491516212329428	0.6939913848035617
10	sqrt	10	8	600	0.5044871794871795	0.5074580974580976	0.5079332921979981	0.491516212329428	0.6939913848035617
12	sqrt	10	2	200	0.5044871794871795	0.5086860215807584	0.506575311942959	0.4913415443514376	0.6919630859766938
