mlp__activation	mlp__alpha	mlp__early_stopping	mlp__hidden_layer_sizes	mlp__learning_rate	mlp__max_iter	mlp__solver	mean_valid_accuracy	mean_valid_precision_macro	mean_valid_recall_macro	mean_valid_f1_macro	mean_valid_auc_ovr_macro
tanh	0.1	True	(50,)	adaptive	1000	adam	0.47560975609756095	0.4678916021485682	0.4694004524886878	0.4614511874424429	0.633467094082811
tanh	0.1	True	(50,)	adaptive	500	adam	0.47560975609756095	0.4678916021485682	0.4694004524886878	0.4614511874424429	0.633467094082811
tanh	0.1	True	(50,)	invscaling	1000	adam	0.47560975609756095	0.4678916021485682	0.4694004524886878	0.4614511874424429	0.633467094082811
tanh	0.1	True	(50,)	invscaling	500	adam	0.47560975609756095	0.4678916021485682	0.4694004524886878	0.4614511874424429	0.633467094082811
tanh	0.1	True	(50,)	constant	1000	adam	0.47560975609756095	0.4678916021485682	0.4694004524886878	0.4614511874424429	0.633467094082811
tanh	0.1	True	(50,)	constant	500	adam	0.47560975609756095	0.4678916021485682	0.4694004524886878	0.4614511874424429	0.633467094082811
identity	0.1	True	(50,)	adaptive	1000	adam	0.46085365853658533	0.45478375311192654	0.45436777275012563	0.4466859396118911	0.6296172303587484
identity	0.1	True	(50,)	constant	500	adam	0.46085365853658533	0.45478375311192654	0.45436777275012563	0.4466859396118911	0.6296172303587484
identity	0.1	True	(50,)	adaptive	500	adam	0.46085365853658533	0.45478375311192654	0.45436777275012563	0.4466859396118911	0.6296172303587484
identity	0.1	True	(50,)	invscaling	1000	adam	0.46085365853658533	0.45478375311192654	0.45436777275012563	0.4466859396118911	0.6296172303587484
identity	0.1	True	(50,)	constant	1000	adam	0.46085365853658533	0.45478375311192654	0.45436777275012563	0.4466859396118911	0.6296172303587484
identity	0.1	True	(50,)	invscaling	500	adam	0.46085365853658533	0.45478375311192654	0.45436777275012563	0.4466859396118911	0.6296172303587484
identity	0.001	True	(50,)	invscaling	1000	adam	0.4582926829268293	0.4594082582364317	0.4535433520727638	0.44466595786255037	0.6306149948765223
identity	0.001	True	(50,)	invscaling	500	adam	0.4582926829268293	0.4594082582364317	0.4535433520727638	0.44466595786255037	0.6306149948765223
identity	0.001	True	(50,)	constant	1000	adam	0.4582926829268293	0.4594082582364317	0.4535433520727638	0.44466595786255037	0.6306149948765223
identity	0.001	True	(50,)	constant	500	adam	0.4582926829268293	0.4594082582364317	0.4535433520727638	0.44466595786255037	0.6306149948765223
identity	0.001	True	(50,)	adaptive	500	adam	0.4582926829268293	0.4594082582364317	0.4535433520727638	0.44466595786255037	0.6306149948765223
identity	0.001	True	(50,)	adaptive	1000	adam	0.4582926829268293	0.4594082582364317	0.4535433520727638	0.44466595786255037	0.6306149948765223
identity	0.01	True	(50,)	adaptive	1000	adam	0.45579268292682923	0.45750183840354114	0.45097924950866125	0.4416655050901678	0.6331520488054584
identity	0.01	True	(50,)	adaptive	500	adam	0.45579268292682923	0.45750183840354114	0.45097924950866125	0.4416655050901678	0.6331520488054584
identity	0.01	True	(50,)	invscaling	500	adam	0.45579268292682923	0.45750183840354114	0.45097924950866125	0.4416655050901678	0.6331520488054584
identity	0.01	True	(50,)	constant	1000	adam	0.45579268292682923	0.45750183840354114	0.45097924950866125	0.4416655050901678	0.6331520488054584
identity	0.01	True	(50,)	constant	500	adam	0.45579268292682923	0.45750183840354114	0.45097924950866125	0.4416655050901678	0.6331520488054584
identity	0.01	True	(50,)	invscaling	1000	adam	0.45579268292682923	0.45750183840354114	0.45097924950866125	0.4416655050901678	0.6331520488054584
relu	0.01	True	(50,)	adaptive	500	adam	0.4510975609756097	0.45330672566740676	0.4461738424973719	0.4392372364225169	0.6319627562649434
relu	0.01	True	(50,)	adaptive	1000	adam	0.4510975609756097	0.45330672566740676	0.4461738424973719	0.4392372364225169	0.6319627562649434
relu	0.01	True	(50,)	invscaling	1000	adam	0.4510975609756097	0.45330672566740676	0.4461738424973719	0.4392372364225169	0.6319627562649434
relu	0.01	True	(50,)	invscaling	500	adam	0.4510975609756097	0.45330672566740676	0.4461738424973719	0.4392372364225169	0.6319627562649434
