colsample_bytree	gamma	learning_rate	max_depth	min_child_weight	n_estimators	subsample	mean_valid_accuracy	mean_valid_precision_macro	mean_valid_recall_macro	mean_valid_f1_macro	mean_valid_auc_ovr_macro
0.5	0	0.01	8	3	1000	0.5	0.49923076923076926	0.4924566810325324	0.48417089446501205	0.4805635783755561	0.6749816333875125
0.5	0	0.2	4	3	200	0.5	0.4963461538461538	0.4888280919859868	0.4821712601124365	0.47769086534043537	0.6582369505393353
0.5	0	0.01	4	3	1000	0.5	0.49429487179487175	0.49106841873869733	0.47987653686183096	0.4769288384699843	0.6821893151101811
0.5	0	0.01	6	3	1000	0.5	0.4916666666666666	0.48607025556715955	0.4785022167375108	0.47427387361386486	0.6763506148396433
0.5	0	0.01	4	3	600	0.5	0.49423076923076914	0.4840256418461763	0.4779320924173865	0.47152242087296	0.6818250814397773
0.5	0	0.2	4	3	200	1.0	0.4837820512820512	0.48551159624689033	0.4709950751862516	0.4713418366668143	0.665874359676774
1.0	0	0.01	6	3	1000	0.5	0.4890384615384614	0.482509992730581	0.47365744549568073	0.4699821302751778	0.6704141743836989
0.5	0	0.01	4	1	1000	0.5	0.48910256410256403	0.4800418296773795	0.4742704762557703	0.46926498727886923	0.6742199090243582
0.5	0	0.01	6	3	600	0.5	0.48910256410256414	0.4782297236360703	0.47171300105123637	0.46577036423140844	0.6783187055154616
0.5	0	0.01	8	3	600	0.5	0.48903846153846153	0.4794269401622343	0.4708212212623978	0.46554045552425494	0.6764966410667259
1.0	0	0.01	4	3	600	0.5	0.4916666666666666	0.4753919715948589	0.47189525343937105	0.46438739714730926	0.6768195032648732
1.0	0	0.01	6	3	600	0.5	0.48916666666666664	0.47389104817897393	0.4706677636089401	0.4634019372485433	0.6748658627198006
1.0	0	0.01	4	1	600	0.5	0.4839743589743589	0.4699226798213876	0.4690105237899355	0.4620264712383981	0.6759868615419197
1.0	0	0.2	4	3	200	0.5	0.4758974358974359	0.46843439541194953	0.4636485328397093	0.46138753067707466	0.6555623642936068
1.0	0	0.01	8	3	200	0.5	0.49429487179487175	0.4696485749659124	0.4713948877919466	0.4613538928908526	0.6772080398085523
0.5	0	0.01	4	1	600	0.5	0.4839743589743589	0.4734670068493598	0.46728718177247597	0.46027685996273693	0.6765891496535119
1.0	0	0.01	4	3	1000	0.5	0.4788461538461538	0.4701835581286046	0.464949552081905	0.4595729054362323	0.6757947710551527
1.0	0	0.01	6	1	600	0.5	0.48141025641025637	0.4722857246812355	0.46624908588143876	0.4591157457370082	0.6712611905103263
1.0	0	0.01	8	3	1000	0.5	0.4787179487179487	0.46559354889463245	0.4626926504867681	0.4576816300596153	0.6669283512131762
1.0	0	0.2	4	3	200	1.0	0.4735897435897436	0.46874360119497427	0.45999634352575525	0.4568341094150086	0.6654471124358164
0.5	0	0.2	8	3	200	0.5	0.47102564102564104	0.4727563625059923	0.4590666849490379	0.45653931641083767	0.6562482039324302
1.0	0	0.01	4	1	1000	0.5	0.47628205128205126	0.46615604269174743	0.46177938891174186	0.4559871945382987	0.6706126965681615
1.0	0	0.01	4	1	200	1.0	0.486474358974359	0.4651566274282993	0.46659399424105297	0.4558281661124621	0.6541816744133275
1.0	0	0.01	8	3	600	0.5	0.48141025641025637	0.46394191349299707	0.4617068307509483	0.45547754347673586	0.6707786185221553
0.5	0	0.01	4	3	200	0.5	0.4839102564102563	0.4681382446429896	0.46269590703414226	0.4546426806888979	0.6831685978193325
1.0	0	0.01	6	3	200	0.5	0.4866025641025641	0.46502264435633667	0.4652600095982448	0.45449740866601235	0.6792848675600249
1.0	0	0.2	8	3	200	1.0	0.47333333333333333	0.46041127001653315	0.4590399469811234	0.45330221873012577	0.6520927610180307
0.5	0	0.01	6	1	600	0.5	0.47628205128205126	0.4602368651014162	0.46016499840029246	0.45246073582315055	0.675783666304816
1.0	0	0.01	8	1	200	0.5	0.48134615384615387	0.4595517315402226	0.46202574386397915	0.45201102143434857	0.6778859017464244
1.0	0	0.2	8	3	200	0.5	0.46826923076923077	0.4599722935017052	0.45395156314273966	0.45119287790969553	0.6451254733557352
0.5	0	0.2	8	1	200	0.5	0.4658974358974358	0.45817803140558555	0.4552634375428492	0.4508687580158074	0.6557606892809463
0.5	0	0.01	8	3	1000	1.0	0.47115384615384615	0.46142246370187545	0.45584875908405315	0.45084339997205464	0.6686982981274071
1.0	0	0.2	6	3	200	0.5	0.4680128205128205	0.4591088687141318	0.45530725810137573	0.45070378525108873	0.6465856811217304
0.5	0	0.01	6	1	200	1.0	0.48141025641025637	0.45945536675799836	0.45902812057223824	0.45050633654259375	0.6671482146882898
0.5	0	0.01	8	1	200	1.0	0.4737179487179487	0.45941666978818674	0.45505701814525346	0.4498648282645121	0.6670958147876872
1.0	0	0.2	4	3	600	0.5	0.4630128205128205	0.4586800097222092	0.4526554572878102	0.44947436997689716	0.6419055413128466
1.0	0	0.01	8	3	1000	1.0	0.47102564102564104	0.4585582752487786	0.454737647972942	0.4489168513456683	0.6598389634285017
0.5	0	0.01	4	1	600	1.0	0.4787820512820512	0.4686020828269112	0.45542592211709865	0.4487071736108878	0.6571149224789854
1.0	0	0.01	4	3	200	1.0	0.48134615384615387	0.45791530116657997	0.4614944695827048	0.44860904631875637	0.6589333578788767
0.5	0	0.2	4	3	600	1.0	0.46320512820512827	0.4557724008304504	0.45163872891814066	0.44845574080755873	0.6435338379123613
1.0	0	0.01	8	1	200	1.0	0.48339743589743583	0.4522473010280925	0.45918929110105583	0.4482674950040585	0.6501313145344504
0.5	0	0.01	6	1	1000	0.5	0.468525641025641	0.4612948729976594	0.45294100507335805	0.4482363468477123	0.6724934726864606
1.0	0	0.01	6	1	200	0.5	0.4787820512820513	0.45705517358458536	0.4575751291192468	0.44810783406070004	0.6758127711796107
0.5	0	0.01	8	3	200	0.5	0.4787179487179487	0.4551285896093408	0.4565184080625257	0.4480787497270556	0.6812065676972636
1.0	0	0.01	8	1	600	0.5	0.47108974358974354	0.458463973390444	0.45536798985328397	0.4477755685547119	0.6683195910105221
