Data	ACC	Precision_macro	Recall_macro	F1_macro	AUC_ovr_macro	AUC_class0	AUC_class1	AUC_class2
train	0.5873	0.598	0.5776	0.5652	0.8002	0.8011	0.76	0.8396
valid	0.5714	0.5692	0.5582	0.5468	0.7507	0.7854	0.6911	0.7755
test	0.5463	0.5351	0.5368	0.5152	0.7396	0.7478	0.6523	0.8188
