Data	ACC	Precision_macro	Recall_macro	F1_macro	AUC_ovr_macro	AUC_class0	AUC_class1	AUC_class2
train	0.6559	0.6545	0.6563	0.6525	0.8387	0.8535	0.8119	0.8508
valid	0.54	0.5492	0.5413	0.5377	0.7334	0.795	0.6262	0.779
test	0.466	0.4859	0.4754	0.4615	0.6814	0.74	0.5143	0.79
