Data	ACC	Precision_macro	Recall_macro	F1_macro	AUC_ovr_macro	AUC_class0	AUC_class1	AUC_class2
train	0.7283	0.7263	0.7283	0.7253	0.8775	0.8857	0.8517	0.895
valid	0.5872	0.5919	0.5721	0.5768	0.8041	0.8795	0.708	0.8247
test	0.6273	0.6608	0.621	0.6218	0.7943	0.895	0.648	0.8401
