Data	ACC	Precision_macro	Recall_macro	F1_macro	AUC_ovr_macro	AUC_class0	AUC_class1	AUC_class2
train	1.0	1.0	1.0	1.0	0.9988	0.9986	1.0	0.9978
valid	0.7113	0.6984	0.6991	0.6978	0.8456	0.8428	0.8085	0.8857
test	0.6465	0.6295	0.6353	0.6312	0.7945	0.8241	0.6883	0.8709
