Data	ACC	Precision_macro	Recall_macro	F1_macro	AUC_ovr_macro	AUC_class0	AUC_class1	AUC_class2
train	1.0	1.0	1.0	1.0	0.9209	0.9192	0.8869	0.9567
valid	0.5429	0.5498	0.5306	0.5344	0.7247	0.7664	0.6276	0.78
test	0.6296	0.6138	0.6084	0.6055	0.7455	0.7965	0.6146	0.8254
