colsample_bytree	gamma	learning_rate	max_depth	min_child_weight	n_estimators	subsample	mean_valid_accuracy	mean_valid_precision_macro	mean_valid_recall_macro	mean_valid_f1_macro	mean_valid_auc_ovr_macro
0.5	0	0.2	4	1	200	0.5	0.44794871794871793	0.44032331030396044	0.4369271904566022	0.43466665453659115	0.6300040018739729
1.0	0	0.2	4	3	200	0.5	0.4556410256410256	0.44362695168035726	0.43793483477307005	0.434424172063839	0.6341149496150804
0.5	0	0.2	4	1	1000	0.5	0.45064102564102565	0.43780351685924435	0.4368135540929658	0.43441145652794777	0.6238074995464655
0.5	0	0.2	8	1	600	0.5	0.4557051282051282	0.4361550492464815	0.4409398852781206	0.4338171849399006	0.6208553616831378
0.5	0	0.2	4	1	600	0.5	0.4480769230769231	0.43768482291702104	0.4363716349010466	0.43338726696374935	0.6228393534966803
0.5	0	0.01	8	1	600	0.5	0.4556410256410257	0.446491566998533	0.43562051510580924	0.43294386368480325	0.643235505488345
0.5	0	0.2	8	1	1000	0.5	0.45307692307692304	0.43507012695480185	0.43897910096439513	0.4328777878190061	0.6231994527897443
1.0	0	0.01	4	1	1000	0.5	0.4557051282051282	0.4422197247197247	0.43880753233694414	0.43275638040690545	0.6415323637284885
0.5	0	0.2	4	3	1000	0.5	0.45307692307692304	0.4391250588263982	0.4386906394259335	0.4323800375962511	0.627146127883329
0.5	0	0.01	6	1	1000	0.5	0.45320512820512826	0.4421637813510878	0.4374023035787742	0.4322838281712379	0.6389917687542509
1.0	0	0.2	6	3	600	0.5	0.45294871794871794	0.43293490550843494	0.4388622080533845	0.4321634872599784	0.6295182923989957
0.5	0	0.01	4	1	600	0.5	0.4557051282051282	0.44454014767482264	0.43531005758946933	0.4317565615395965	0.6477173785206487
0.5	0	0.01	6	1	600	0.5	0.4556410256410257	0.4401592997645629	0.4371156131450249	0.43147188869412945	0.6440262612191957
0.5	0	0.01	4	3	200	0.5	0.4685897435897436	0.43940602023722225	0.44367555646967405	0.4314243452963334	0.6652587166858772
0.5	0	0.2	6	1	200	0.5	0.44544871794871793	0.43551248344592	0.4345262580556698	0.4313994006809936	0.6295872900266151
1.0	0	0.2	6	3	200	0.5	0.45301282051282055	0.43239785641488426	0.43674893733717257	0.4309202555389168	0.6340525989150017
1.0	0	0.01	8	3	200	0.5	0.4583333333333333	0.43725415462627737	0.4391123337446867	0.4307309825515288	0.6649355790479328
0.5	0	0.2	6	3	1000	0.5	0.4555128205128205	0.43748603343107983	0.4378629622011975	0.4302140158882423	0.6338960325780915
1.0	0	0.2	8	3	600	0.5	0.450448717948718	0.43480236238363174	0.43845445404268935	0.42991174891649386	0.630531236429853
0.5	0	0.2	6	1	600	0.5	0.4480128205128205	0.4307333380127497	0.4340763974587505	0.4294998042153992	0.6239537092065145
1.0	0	0.2	8	1	600	0.5	0.4453846153846154	0.43464562670445017	0.43186308789249966	0.4294059899455004	0.617022597536917
1.0	0	0.01	4	3	200	1.0	0.4608333333333333	0.4388212801242819	0.436406085744321	0.42919757158554556	0.6113038892429562
1.0	0	0.01	6	1	1000	0.5	0.4505769230769231	0.4405026243106738	0.43446038438685497	0.4291173456232057	0.6316964778676937
1.0	0	0.2	6	1	1000	0.5	0.44788461538461544	0.4332150365973896	0.43331733625851265	0.4290272517488849	0.6250714577801496
1.0	0	0.01	8	1	200	0.5	0.45583333333333337	0.44141188024197175	0.435865613145025	0.42861996989479845	0.6444031509723626
0.5	0	0.2	6	1	1000	0.5	0.4480128205128205	0.43005854983796155	0.4325406782759725	0.428380287457102	0.62226713367382
