mlp__activation	mlp__alpha	mlp__early_stopping	mlp__hidden_layer_sizes	mlp__learning_rate	mlp__max_iter	mlp__solver	mean_valid_accuracy	mean_valid_precision_macro	mean_valid_recall_macro	mean_valid_f1_macro	mean_valid_auc_ovr_macro
tanh	0.01	True	(100, 100)	constant	500	adam	0.48165961945031716	0.5214350994865701	0.4836733283056812	0.471351420400796	0.6480622367993685
tanh	0.01	True	(100, 100)	adaptive	1000	adam	0.48165961945031716	0.5214350994865701	0.4836733283056812	0.471351420400796	0.6480622367993685
tanh	0.01	True	(100, 100)	constant	1000	adam	0.48165961945031716	0.5214350994865701	0.4836733283056812	0.471351420400796	0.6480622367993685
tanh	0.01	True	(100, 100)	invscaling	1000	adam	0.48165961945031716	0.5214350994865701	0.4836733283056812	0.471351420400796	0.6480622367993685
tanh	0.01	True	(100, 100)	invscaling	500	adam	0.48165961945031716	0.5214350994865701	0.4836733283056812	0.471351420400796	0.6480622367993685
tanh	0.01	True	(100, 100)	adaptive	500	adam	0.48165961945031716	0.5214350994865701	0.4836733283056812	0.471351420400796	0.6480622367993685
identity	0.001	True	(100, 100)	constant	500	adam	0.4838794926004228	0.5230433197662132	0.48534565108094513	0.4673207995158536	0.6450964417916294
identity	0.001	True	(100, 100)	constant	1000	adam	0.4838794926004228	0.5230433197662132	0.48534565108094513	0.4673207995158536	0.6450964417916294
identity	0.001	True	(100, 100)	adaptive	500	adam	0.4838794926004228	0.5230433197662132	0.48534565108094513	0.4673207995158536	0.6450964417916294
identity	0.001	True	(100, 100)	invscaling	500	adam	0.4838794926004228	0.5230433197662132	0.48534565108094513	0.4673207995158536	0.6450964417916294
identity	0.001	True	(100, 100)	adaptive	1000	adam	0.4838794926004228	0.5230433197662132	0.48534565108094513	0.4673207995158536	0.6450964417916294
identity	0.001	True	(100, 100)	invscaling	1000	adam	0.4838794926004228	0.5230433197662132	0.48534565108094513	0.4673207995158536	0.6450964417916294
identity	0.01	True	(100, 100)	adaptive	500	adam	0.48160676532769553	0.5171009221101058	0.48338486676721965	0.4653444295293723	0.6463032183876865
identity	0.01	True	(100, 100)	constant	500	adam	0.48160676532769553	0.5171009221101058	0.48338486676721965	0.4653444295293723	0.6463032183876865
identity	0.01	True	(100, 100)	adaptive	1000	adam	0.48160676532769553	0.5171009221101058	0.48338486676721965	0.4653444295293723	0.6463032183876865
identity	0.01	True	(100, 100)	invscaling	500	adam	0.48160676532769553	0.5171009221101058	0.48338486676721965	0.4653444295293723	0.6463032183876865
identity	0.01	True	(100, 100)	constant	1000	adam	0.48160676532769553	0.5171009221101058	0.48338486676721965	0.4653444295293723	0.6463032183876865
