C	class_weight	gamma	kernel	mean_valid_accuracy	mean_valid_precision_macro	mean_valid_recall_macro	mean_valid_f1_macro	mean_valid_auc_ovr_macro
1.0	balanced	0.01	rbf	0.48652219873150104	0.4936072996204576	0.4842533936651584	0.4773433490103379	0.6673155335737364
1.0	balanced	0.1	rbf	0.4841437632135307	0.5004274623264393	0.4690214932126696	0.46542983312812086	0.6611587667940042
0.01	balanced	100.0	linear	0.4706131078224101	0.4721344886050768	0.46388009049773754	0.4593607893558874	0.6535737312197949
0.01	balanced	1000.0	linear	0.4706131078224101	0.4721344886050768	0.46388009049773754	0.4593607893558874	0.6535737312197949
0.01	balanced	1.0	linear	0.4706131078224101	0.4721344886050768	0.46388009049773754	0.4593607893558874	0.6535737312197949
0.01	balanced	0.1	linear	0.4706131078224101	0.4721344886050768	0.46388009049773754	0.4593607893558874	0.6535737312197949
0.01	balanced	0.01	linear	0.4706131078224101	0.4721344886050768	0.46388009049773754	0.4593607893558874	0.6535737312197949
0.1	balanced	0.01	linear	0.454492600422833	0.4643971386657145	0.44477752639517343	0.44307756806275655	0.607307733627235
0.1	balanced	1.0	linear	0.454492600422833	0.4643971386657145	0.44477752639517343	0.44307756806275655	0.607307733627235
0.1	balanced	1000.0	linear	0.454492600422833	0.4643971386657145	0.44477752639517343	0.44307756806275655	0.607307733627235
0.1	balanced	0.1	linear	0.454492600422833	0.4643971386657145	0.44477752639517343	0.44307756806275655	0.607307733627235
0.1	balanced	100.0	linear	0.454492600422833	0.4643971386657145	0.44477752639517343	0.44307756806275655	0.607307733627235
10.0		0.01	rbf	0.4612579281183932	0.4577962892613586	0.44526080945198593	0.4406650614833193	0.6238424276778234
100.0	balanced	0.1	rbf	0.48879492600422836	0.4306821614344834	0.45828305681246856	0.4314278610056867	0.6348788935081779
100.0		0.1	rbf	0.48879492600422836	0.4306821614344834	0.45828305681246856	0.4314278610056867	0.6348788935081779
1000.0		0.1	rbf	0.48879492600422836	0.4306821614344834	0.45828305681246856	0.4314278610056867	0.6348788935081779
1000.0	balanced	0.1	rbf	0.48879492600422836	0.4306821614344834	0.45828305681246856	0.4314278610056867	0.6348788935081779
10.0	balanced	0.1	rbf	0.48879492600422836	0.4306821614344834	0.45828305681246856	0.4314278610056867	0.6348788935081779
10.0		0.1	rbf	0.48879492600422836	0.4306821614344834	0.45828305681246856	0.4314278610056867	0.6348788935081779
10.0	balanced	0.01	rbf	0.44762156448202955	0.45018439326411464	0.43298956762192053	0.4301711390276358	0.621246512742957
0.1		100.0	linear	0.45660676532769556	0.4415948508661189	0.43749371543489185	0.4266344563946539	0.6130190427421488
0.1		0.01	linear	0.45660676532769556	0.4415948508661189	0.43749371543489185	0.4266344563946539	0.6130190427421488
0.1		0.1	linear	0.45660676532769556	0.4415948508661189	0.43749371543489185	0.4266344563946539	0.6130190427421488
0.1		1000.0	linear	0.45660676532769556	0.4415948508661189	0.43749371543489185	0.4266344563946539	0.6130190427421488
