Data	ACC	Precision_macro	Recall_macro	F1_macro	AUC_ovr_macro	AUC_class0	AUC_class1	AUC_class2
train	0.6895	0.6971	0.6971	0.6894	0.8631	0.8659	0.8408	0.8826
valid	0.6147	0.6388	0.6138	0.6149	0.7834	0.8562	0.6857	0.8084
test	0.5545	0.5963	0.5545	0.5586	0.7563	0.8288	0.6182	0.8219
