Data	ACC	Precision_macro	Recall_macro	F1_macro	AUC_ovr_macro	AUC_class0	AUC_class1	AUC_class2
train	0.8614	0.8574	0.8624	0.8593	0.9535	0.9603	0.9351	0.9652
valid	0.74	0.7301	0.7364	0.7288	0.8731	0.9	0.7824	0.9369
test	0.5922	0.5948	0.5934	0.5848	0.7882	0.8353	0.685	0.8443
