Data	ACC	Precision_macro	Recall_macro	F1_macro	AUC_ovr_macro	AUC_class0	AUC_class1	AUC_class2
train	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
valid	0.69	0.6893	0.692	0.6849	0.8601	0.9029	0.7862	0.8912
test	0.6602	0.6628	0.6701	0.6566	0.8205	0.8415	0.6976	0.9224
