mlp__activation	mlp__alpha	mlp__early_stopping	mlp__hidden_layer_sizes	mlp__learning_rate	mlp__max_iter	mlp__solver	mean_valid_accuracy	mean_valid_precision_macro	mean_valid_recall_macro	mean_valid_f1_macro	mean_valid_auc_ovr_macro
identity	0.01	True	(100,)	adaptive	1000	lbfgs	0.45794871794871794	0.45513820057937704	0.4535013026189497	0.4464961092905403	0.6011070520808304
identity	0.01	True	(100,)	constant	1000	lbfgs	0.45794871794871794	0.45513820057937704	0.4535013026189497	0.4464961092905403	0.6011070520808304
identity	0.01	True	(100,)	invscaling	1000	lbfgs	0.45794871794871794	0.45513820057937704	0.4535013026189497	0.4464961092905403	0.6011070520808304
identity	0.1	True	(100,)	adaptive	1000	lbfgs	0.45538461538461544	0.45169153286800345	0.44940765117235715	0.4436642336729079	0.610232205898324
identity	0.1	True	(100,)	invscaling	1000	lbfgs	0.45538461538461544	0.45169153286800345	0.44940765117235715	0.4436642336729079	0.610232205898324
identity	0.1	True	(100,)	constant	1000	lbfgs	0.45538461538461544	0.45169153286800345	0.44940765117235715	0.4436642336729079	0.610232205898324
logistic	0.1	True	(100,)	adaptive	1000	adam	0.46544871794871795	0.4501365521876358	0.4489070569952924	0.4422765074996464	0.6350778185775139
logistic	0.1	True	(100,)	invscaling	1000	adam	0.46544871794871795	0.4501365521876358	0.4489070569952924	0.4422765074996464	0.6350778185775139
logistic	0.1	True	(100,)	adaptive	500	adam	0.46544871794871795	0.4501365521876358	0.4489070569952924	0.4422765074996464	0.6350778185775139
logistic	0.1	True	(100,)	constant	1000	adam	0.46544871794871795	0.4501365521876358	0.4489070569952924	0.4422765074996464	0.6350778185775139
logistic	0.1	True	(100,)	constant	500	adam	0.46544871794871795	0.4501365521876358	0.4489070569952924	0.4422765074996464	0.6350778185775139
logistic	0.1	True	(100,)	invscaling	500	adam	0.46544871794871795	0.4501365521876358	0.4489070569952924	0.4422765074996464	0.6350778185775139
identity	0.01	True	(100, 100)	adaptive	1000	lbfgs	0.45307692307692304	0.4577372938839826	0.44651155217331684	0.44144983370240476	0.5984996811086708
identity	0.01	True	(100, 100)	constant	1000	lbfgs	0.45307692307692304	0.4577372938839826	0.44651155217331684	0.44144983370240476	0.5984996811086708
identity	0.01	True	(100, 100)	invscaling	1000	lbfgs	0.45307692307692304	0.4577372938839826	0.44651155217331684	0.44144983370240476	0.5984996811086708
identity	0.001	True	(100,)	adaptive	1000	lbfgs	0.45538461538461544	0.4473706277382748	0.4477427556104027	0.4405480956931216	0.6018466170817187
identity	0.001	True	(100,)	invscaling	1000	lbfgs	0.45538461538461544	0.4473706277382748	0.4477427556104027	0.4405480956931216	0.6018466170817187
identity	0.001	True	(100,)	constant	1000	lbfgs	0.45538461538461544	0.4473706277382748	0.4477427556104027	0.4405480956931216	0.6018466170817187
identity	0.001	True	(100,)	adaptive	500	lbfgs	0.45538461538461544	0.4462935106975355	0.44706465103523935	0.43970769338177823	0.6040672935672744
identity	0.001	True	(100,)	constant	500	lbfgs	0.45538461538461544	0.4462935106975355	0.44706465103523935	0.43970769338177823	0.6040672935672744
identity	0.001	True	(100,)	invscaling	500	lbfgs	0.45538461538461544	0.4462935106975355	0.44706465103523935	0.43970769338177823	0.6040672935672744
identity	0.01	True	(100,)	adaptive	500	lbfgs	0.45288461538461544	0.4444997486173957	0.44614019150783857	0.4394306838174115	0.6087872345870184
identity	0.01	True	(100,)	invscaling	500	lbfgs	0.45288461538461544	0.4444997486173957	0.44614019150783857	0.4394306838174115	0.6087872345870184
identity	0.01	True	(100,)	constant	500	lbfgs	0.45288461538461544	0.4444997486173957	0.44614019150783857	0.4394306838174115	0.6087872345870184
identity	0.001	True	(100,)	adaptive	1000	sgd	0.45307692307692304	0.4354249551617973	0.44313222724987433	0.4335611762254131	0.616985954279332
identity	0.001	True	(100,)	adaptive	500	sgd	0.45307692307692304	0.4354249551617973	0.44313222724987433	0.4335611762254131	0.616985954279332
logistic	0.01	True	(100,)	constant	500	adam	0.45269230769230767	0.44181766762649116	0.4368489761872115	0.43270789402001614	0.6336199160293938
logistic	0.01	True	(100,)	adaptive	500	adam	0.45269230769230767	0.44181766762649116	0.4368489761872115	0.43270789402001614	0.6336199160293938
logistic	0.01	True	(100,)	invscaling	1000	adam	0.45269230769230767	0.44181766762649116	0.4368489761872115	0.43270789402001614	0.6336199160293938
logistic	0.01	True	(100,)	constant	1000	adam	0.45269230769230767	0.44181766762649116	0.4368489761872115	0.43270789402001614	0.6336199160293938
logistic	0.01	True	(100,)	adaptive	1000	adam	0.45269230769230767	0.44181766762649116	0.4368489761872115	0.43270789402001614	0.6336199160293938
logistic	0.01	True	(100,)	invscaling	500	adam	0.45269230769230767	0.44181766762649116	0.4368489761872115	0.43270789402001614	0.6336199160293938
logistic	0.001	True	(100,)	constant	1000	adam	0.45269230769230767	0.44243639195341977	0.4362354883678414	0.4321217244380672	0.6305758067883227
logistic	0.001	True	(100,)	constant	500	adam	0.45269230769230767	0.44243639195341977	0.4362354883678414	0.4321217244380672	0.6305758067883227
logistic	0.001	True	(100,)	adaptive	500	adam	0.45269230769230767	0.44243639195341977	0.4362354883678414	0.4321217244380672	0.6305758067883227
logistic	0.001	True	(100,)	invscaling	1000	adam	0.45269230769230767	0.44243639195341977	0.4362354883678414	0.4321217244380672	0.6305758067883227
logistic	0.001	True	(100,)	invscaling	500	adam	0.45269230769230767	0.44243639195341977	0.4362354883678414	0.4321217244380672	0.6305758067883227
logistic	0.001	True	(100,)	adaptive	1000	adam	0.45269230769230767	0.44243639195341977	0.4362354883678414	0.4321217244380672	0.6305758067883227
logistic	0.01	True	(50,)	constant	500	lbfgs	0.4450641025641026	0.43912289980401437	0.43163307280954333	0.4316967379116514	0.6206983710155107
logistic	0.01	True	(50,)	invscaling	500	lbfgs	0.4450641025641026	0.43912289980401437	0.43163307280954333	0.4316967379116514	0.6206983710155107
