Data	ACC	Precision_macro	Recall_macro	F1_macro	AUC_ovr_macro	AUC_class0	AUC_class1	AUC_class2
train	1.0	1.0	1.0	1.0	0.7565	0.8282	0.5138	0.9275
valid	0.58	0.5553	0.5724	0.5567	0.6647	0.6949	0.469	0.83
test	0.4854	0.47	0.473	0.4706	0.6619	0.7045	0.5309	0.7502
